Serial Number,WE0281117
Sample ID,00022
Start Time,2023-04-21 13:18:32 UTC
Duration,0:05:44
Total Volume (l),3.2
Distance (m),1424
Peak Pressure (psi),12.1
Avg Flow (l/min),0.6
Avg Rate (mL/m),2.2
Avg Speed (m/s),4.1


Date (UTC),Elapsed time (s),Volume (l),Pressure (psi),Flow (l/min),Rate (mL/m),Speed (m/s),Latitude,Longitude,Elevation (m),Accuracy (+/- m)
2023-04-21 13:18:32,0,0.00,-0.48,0.00,0.00,4.18,44.735550,-62.410136,-17.6,5.7
2023-04-21 13:18:34,2,0.00,-0.34,0.00,0.00,4.19,44.735622,-62.410177,-16.1,5.7
2023-04-21 13:18:36,4,0.00,-0.06,0.00,0.00,4.17,44.735686,-62.410234,-15.4,5.7
2023-04-21 13:18:38,6,0.00,2.45,0.00,0.00,4.13,44.735763,-62.410261,-11.7,5.7
2023-04-21 13:18:40,8,0.00,3.45,0.00,0.00,4.18,44.735836,-62.410305,-10.3,5.7
2023-04-21 13:18:42,10,0.00,3.70,0.00,0.00,4.18,44.735887,-62.410375,-12.7,5.7
2023-04-21 13:18:44,12,0.00,4.01,0.00,0.00,4.18,44.735970,-62.410412,-8.4,5.7
2023-04-21 13:18:46,14,0.00,4.38,0.00,0.00,4.17,44.736027,-62.410474,-9.3,5.7
2023-04-21 13:18:48,16,0.00,4.50,0.00,0.00,4.17,44.736083,-62.410547,-11.5,5.7
2023-04-21 13:18:50,18,0.00,9.06,0.00,0.00,4.16,44.736136,-62.410622,-14.6,5.7
2023-04-21 13:18:52,20,0.01,10.20,0.31,1.25,4.14,44.736194,-62.410690,-16.7,5.7
2023-04-21 13:18:54,22,0.03,10.68,0.55,2.20,4.15,44.736253,-62.410754,-18.2,5.7
2023-04-21 13:18:56,24,0.06,10.94,0.74,2.97,4.15,44.736313,-62.410818,-19.9,5.7
2023-04-21 13:18:58,26,0.09,11.28,0.84,3.37,4.17,44.736383,-62.410859,-16.5,5.7
2023-04-21 13:19:00,28,0.12,11.29,0.89,3.56,4.14,44.736450,-62.410907,-16.4,5.7
2023-04-21 13:19:02,30,0.15,11.38,0.89,3.59,4.14,44.736510,-62.410965,-15.9,5.7
2023-04-21 13:19:04,32,0.18,11.28,0.86,3.47,4.13,44.736573,-62.411023,-16.0,5.7
2023-04-21 13:19:06,34,0.21,11.27,0.87,3.50,4.15,44.736628,-62.411095,-19.7,5.7
2023-04-21 13:19:08,36,0.24,11.26,0.83,3.32,4.16,44.736698,-62.411138,-17.6,5.7
2023-04-21 13:19:10,38,0.26,11.25,0.81,3.25,4.15,44.736761,-62.411199,-19.2,5.7
2023-04-21 13:19:12,40,0.29,11.14,0.80,3.22,4.14,44.736820,-62.411261,-20.5,5.7
2023-04-21 13:19:14,42,0.31,10.94,0.78,3.15,4.10,44.736885,-62.411300,-19.7,5.7
2023-04-21 13:19:16,44,0.34,11.16,0.77,3.16,4.05,44.736928,-62.411362,-23.9,5.7
2023-04-21 13:19:18,46,0.37,11.30,0.80,3.30,4.05,44.736980,-62.411435,-27.4,5.7
2023-04-21 13:19:20,48,0.39,11.30,0.82,3.38,4.02,44.737037,-62.411495,-29.6,5.7
2023-04-21 13:19:22,50,0.42,11.53,0.84,3.47,4.01,44.737095,-62.411555,-31.0,5.7
2023-04-21 13:19:24,52,0.45,11.43,0.81,3.37,4.01,44.737162,-62.411605,-29.9,5.7
2023-04-21 13:19:26,54,0.48,11.53,0.81,3.37,4.00,44.737219,-62.411665,-32.1,5.7
2023-04-21 13:19:28,56,0.51,11.60,0.83,3.47,3.98,44.737290,-62.411705,-29.8,5.7
2023-04-21 13:19:30,58,0.53,11.61,0.75,3.15,3.96,44.737358,-62.411741,-27.4,5.7
2023-04-21 13:19:32,60,0.55,11.64,0.76,3.21,3.94,44.737415,-62.411793,-28.7,5.7
2023-04-21 13:19:34,62,0.58,11.66,0.80,3.38,3.98,44.737474,-62.411857,-32.4,5.7
2023-04-21 13:19:36,64,0.61,11.64,0.80,3.32,4.04,44.737591,-62.411869,-25.3,5.7
2023-04-21 13:19:38,66,0.63,11.63,0.79,3.25,4.05,44.737701,-62.411883,-17.9,3.0
2023-04-21 13:19:40,68,0.66,11.70,0.76,3.13,4.07,44.737773,-62.411929,-16.1,3.0
2023-04-21 13:19:42,70,0.69,11.71,0.78,3.20,4.10,44.737848,-62.411971,-13.8,3.0
2023-04-21 13:19:44,72,0.71,11.68,0.78,3.17,4.12,44.737918,-62.412015,-10.8,3.0
2023-04-21 13:19:46,74,0.74,11.71,0.75,3.04,4.10,44.737982,-62.412067,-11.3,3.0
2023-04-21 13:19:48,76,0.76,11.75,0.76,3.10,4.11,44.738045,-62.412118,-11.6,3.0
2023-04-21 13:19:50,78,0.79,11.74,0.77,3.11,4.15,44.738116,-62.412185,-12.3,3.0
2023-04-21 13:19:52,80,0.81,11.76,0.75,2.98,4.20,44.738189,-62.412233,-11.0,3.0
2023-04-21 13:19:54,82,0.84,11.75,0.74,2.94,4.19,44.738257,-62.412285,-11.2,3.0
2023-04-21 13:19:56,84,0.86,11.76,0.74,2.95,4.14,44.738313,-62.412335,-11.0,3.0
2023-04-21 13:19:58,86,0.89,11.80,0.74,2.98,4.14,44.738375,-62.412386,-10.7,5.7
2023-04-21 13:20:00,88,0.91,11.81,0.73,2.94,4.14,44.738434,-62.412437,-10.1,5.7
2023-04-21 13:20:02,90,0.94,11.80,0.72,2.90,4.13,44.738497,-62.412492,-10.6,5.7
2023-04-21 13:20:04,92,0.96,11.80,0.73,2.95,4.11,44.738559,-62.412541,-8.0,5.7
2023-04-21 13:20:06,94,0.98,11.79,0.72,2.91,4.13,44.738629,-62.412578,-7.0,5.7
2023-04-21 13:20:08,96,1.01,11.80,0.72,2.90,4.14,44.738690,-62.412628,-6.9,5.7
2023-04-21 13:20:10,98,1.03,11.81,0.70,2.83,4.11,44.738747,-62.412702,-8.8,5.7
2023-04-21 13:20:12,100,1.06,11.79,0.71,2.87,4.12,44.738814,-62.412758,-9.7,5.7
2023-04-21 13:20:14,102,1.08,11.81,0.71,2.87,4.12,44.738869,-62.412825,-11.6,5.7
2023-04-21 13:20:16,104,1.10,11.82,0.69,2.79,4.14,44.738928,-62.412886,-13.0,5.7
2023-04-21 13:20:18,106,1.13,11.76,0.69,2.78,4.14,44.738989,-62.412934,-12.3,5.7
2023-04-21 13:20:20,108,1.15,11.82,0.70,2.83,4.12,44.739050,-62.412986,-11.9,5.7
2023-04-21 13:20:22,110,1.17,11.81,0.68,2.75,4.12,44.739107,-62.413048,-12.5,5.7
2023-04-21 13:20:24,112,1.19,11.82,0.67,2.71,4.11,44.739165,-62.413108,-13.0,5.7
2023-04-21 13:20:26,114,1.22,11.81,0.68,2.76,4.11,44.739225,-62.413166,-13.2,5.7
2023-04-21 13:20:28,116,1.24,11.80,0.67,2.71,4.12,44.739289,-62.413220,-11.9,5.7
