Serial Number,WE0281117
Sample ID,00031
Start Time,2023-04-21 14:31:27 UTC
Duration,0:07:16
Total Volume (l),3.14
Distance (m),1905
Peak Pressure (psi),12.6
Avg Flow (l/min),0.4
Avg Rate (mL/m),1.6
Avg Speed (m/s),4.3


Date (UTC),Elapsed time (s),Volume (l),Pressure (psi),Flow (l/min),Rate (mL/m),Speed (m/s),Latitude,Longitude,Elevation (m),Accuracy (+/- m)
2023-04-21 14:31:27,0,0.00,-0.58,0.00,0.00,4.50,44.784457,-62.495142,-11.9,5.6
2023-04-21 14:31:29,2,0.00,-0.22,0.00,0.00,4.46,44.784571,-62.495206,-11.4,5.6
2023-04-21 14:31:31,4,0.00,-0.23,0.00,0.00,4.47,44.784643,-62.495244,-10.9,5.6
2023-04-21 14:31:33,6,0.00,0.88,0.00,0.00,4.46,44.784717,-62.495284,-10.2,5.6
2023-04-21 14:31:35,8,0.00,2.79,0.00,0.00,4.46,44.784795,-62.495321,-10.8,5.6
2023-04-21 14:31:37,10,0.00,3.49,0.00,0.00,4.46,44.784874,-62.495366,-12.3,5.6
2023-04-21 14:31:39,12,0.00,3.79,0.00,0.00,4.45,44.784947,-62.495406,-10.4,5.6
2023-04-21 14:31:41,14,0.00,4.24,0.00,0.00,4.46,44.785020,-62.495451,-11.0,5.6
2023-04-21 14:31:43,16,0.00,4.55,0.00,0.00,4.45,44.785099,-62.495487,-14.6,5.6
2023-04-21 14:31:45,18,0.00,4.44,0.00,0.00,4.46,44.785175,-62.495526,-15.4,5.6
2023-04-21 14:31:47,20,0.00,9.00,0.00,0.00,4.46,44.785248,-62.495568,-15.8,5.6
2023-04-21 14:31:49,22,0.01,10.44,0.34,1.27,4.42,44.785318,-62.495614,-18.0,5.6
2023-04-21 14:31:51,24,0.04,11.02,0.53,2.00,4.40,44.785386,-62.495661,-19.6,5.6
2023-04-21 14:31:53,26,0.06,11.27,0.72,2.73,4.41,44.785461,-62.495706,-19.1,5.6
2023-04-21 14:31:55,28,0.09,11.31,0.80,3.01,4.42,44.785533,-62.495745,-18.1,5.6
2023-04-21 14:31:57,30,0.12,11.49,0.82,3.10,4.41,44.785601,-62.495796,-20.1,5.6
2023-04-21 14:31:59,32,0.15,11.57,0.81,3.06,4.41,44.785675,-62.495832,-18.2,5.6
2023-04-21 14:32:01,34,0.17,11.54,0.82,3.09,4.41,44.785754,-62.495873,-18.6,5.6
2023-04-21 14:32:03,36,0.20,11.58,0.81,3.06,4.41,44.785826,-62.495917,-17.9,5.6
2023-04-21 14:32:05,38,0.23,11.61,0.79,3.00,4.38,44.785897,-62.495961,-17.6,5.6
2023-04-21 14:32:07,40,0.25,11.64,0.77,2.93,4.38,44.785971,-62.496002,-16.5,5.6
2023-04-21 14:32:09,42,0.28,11.55,0.76,2.90,4.39,44.786041,-62.496050,-19.0,5.6
2023-04-21 14:32:11,44,0.30,11.66,0.74,2.81,4.45,44.786125,-62.496097,-20.4,5.6
2023-04-21 14:32:13,46,0.33,11.70,0.74,2.78,4.44,44.786199,-62.496136,-20.6,5.6
2023-04-21 14:32:15,48,0.35,11.73,0.75,2.82,4.43,44.786272,-62.496176,-20.9,5.6
2023-04-21 14:32:17,50,0.38,11.74,0.74,2.78,4.43,44.786351,-62.496221,-22.5,5.6
2023-04-21 14:32:19,52,0.40,11.76,0.74,2.77,4.43,44.786422,-62.496272,-28.4,5.6
2023-04-21 14:32:21,54,0.43,11.71,0.72,2.70,4.46,44.786498,-62.496321,-29.2,5.6
2023-04-21 14:32:23,56,0.45,11.78,0.72,2.68,4.48,44.786570,-62.496364,-28.3,5.6
2023-04-21 14:32:25,58,0.47,11.75,0.72,2.68,4.47,44.786641,-62.496407,-29.9,5.6
2023-04-21 14:32:27,60,0.50,11.82,0.73,2.73,4.46,44.786711,-62.496447,-30.6,5.6
2023-04-21 14:32:29,62,0.52,11.82,0.71,2.63,4.52,44.786792,-62.496478,-29.5,5.6
2023-04-21 14:32:31,64,0.54,11.78,0.69,2.55,4.47,44.786863,-62.496506,-27.4,5.6
2023-04-21 14:32:33,66,0.57,11.83,0.70,2.62,4.44,44.786937,-62.496546,-27.7,5.6
2023-04-21 14:32:35,68,0.59,11.84,0.70,2.62,4.48,44.787016,-62.496584,-29.2,5.6
2023-04-21 14:32:37,70,0.61,11.86,0.69,2.56,4.49,44.787088,-62.496626,-30.1,5.6
2023-04-21 14:32:39,72,0.64,11.87,0.68,2.52,4.50,44.787166,-62.496658,-27.2,5.6
2023-04-21 14:32:41,74,0.66,11.89,0.68,2.53,4.45,44.787240,-62.496689,-26.3,5.6
2023-04-21 14:32:43,76,0.68,11.86,0.66,2.48,4.43,44.787310,-62.496725,-25.5,5.6
2023-04-21 14:32:45,78,0.70,11.92,0.66,2.47,4.47,44.787392,-62.496761,-25.8,5.6
2023-04-21 14:32:47,80,0.72,11.91,0.66,2.46,4.48,44.787465,-62.496808,-25.8,5.6
2023-04-21 14:32:49,82,0.75,11.94,0.65,2.42,4.45,44.787545,-62.496842,-26.5,5.6
2023-04-21 14:32:51,84,0.77,11.93,0.65,2.45,4.42,44.787622,-62.496871,-26.5,5.6
2023-04-21 14:32:53,86,0.79,11.97,0.64,2.43,4.40,44.787690,-62.496902,-25.3,5.6
2023-04-21 14:32:55,88,0.81,11.94,0.65,2.47,4.36,44.787770,-62.496931,-25.3,5.6
2023-04-21 14:32:57,90,0.83,11.97,0.64,2.44,4.39,44.787854,-62.496957,-24.5,5.6
2023-04-21 14:32:59,92,0.85,11.99,0.62,2.36,4.39,44.787931,-62.496979,-21.8,5.6
2023-04-21 14:33:01,94,0.87,11.93,0.61,2.30,4.40,44.788002,-62.497001,-19.9,5.6
2023-04-21 14:33:03,96,0.89,11.97,0.61,2.32,4.37,44.788074,-62.497029,-20.2,5.6
2023-04-21 14:33:05,98,0.91,12.00,0.60,2.30,4.31,44.788155,-62.497051,-23.4,5.6
2023-04-21 14:33:07,100,0.93,11.99,0.60,2.32,4.32,44.788237,-62.497076,-23.9,5.6
