Serial Number,WE0281117
Sample ID,00034
Start Time,2023-04-21 15:44:15 UTC
Duration,0:07:07
Total Volume (l),3.13
Distance (m),1665
Peak Pressure (psi),12.6
Avg Flow (l/min),0.4
Avg Rate (mL/m),1.9
Avg Speed (m/s),3.9


Date (UTC),Elapsed time (s),Volume (l),Pressure (psi),Flow (l/min),Rate (mL/m),Speed (m/s),Latitude,Longitude,Elevation (m),Accuracy (+/- m)
2023-04-21 15:48:54,279,2.35,12.48,0.36,1.48,4.04,44.823514,-62.495106,-1.9,2.9
2023-04-21 15:48:56,281,2.37,12.51,0.38,1.57,4.03,44.823574,-62.495152,-2.2,2.9
2023-04-21 15:48:58,283,2.38,12.52,0.38,1.57,4.01,44.823634,-62.495202,-2.5,2.9
2023-04-21 15:49:00,285,2.39,12.51,0.37,1.53,4.02,44.823694,-62.495250,-2.8,2.9
2023-04-21 15:49:02,287,2.40,12.50,0.37,1.53,4.00,44.823756,-62.495296,-2.7,2.9
2023-04-21 15:49:04,289,2.41,12.51,0.37,1.55,3.98,44.823817,-62.495344,-3.1,2.9
2023-04-21 15:49:06,291,2.43,12.51,0.35,1.46,3.99,44.823881,-62.495393,-3.4,2.9
2023-04-21 15:49:08,293,2.44,12.51,0.35,1.46,3.99,44.823945,-62.495441,-3.4,2.9
2023-04-21 15:49:10,295,2.45,12.49,0.35,1.46,3.99,44.824011,-62.495491,-3.4,2.9
2023-04-21 15:49:12,297,2.46,12.51,0.35,1.46,3.98,44.824080,-62.495536,-2.4,2.9
2023-04-21 15:49:14,299,2.47,12.51,0.36,1.50,4.00,44.824146,-62.495581,-2.3,2.9
2023-04-21 15:49:16,301,2.49,12.47,0.36,1.50,4.01,44.824212,-62.495624,-2.6,2.9
2023-04-21 15:49:18,303,2.50,12.51,0.35,1.45,4.03,44.824279,-62.495666,-2.3,2.9
2023-04-21 15:49:20,305,2.51,12.50,0.35,1.45,4.02,44.824346,-62.495708,-1.3,2.9
2023-04-21 15:49:22,307,2.52,12.48,0.36,1.49,4.05,44.824412,-62.495762,-3.1,4.5
2023-04-21 15:49:24,309,2.53,12.51,0.36,1.49,4.01,44.824481,-62.495793,-0.4,4.5
2023-04-21 15:49:26,311,2.55,12.52,0.35,1.45,4.03,44.824558,-62.495819,3.4,4.5
2023-04-21 15:49:28,313,2.56,12.53,0.35,1.45,4.04,44.824620,-62.495865,2.3,4.5
2023-04-21 15:49:30,315,2.57,12.55,0.35,1.45,4.03,44.824680,-62.495901,3.0,4.5
2023-04-21 15:49:32,317,2.58,12.57,0.35,1.45,4.03,44.824745,-62.495939,3.1,4.5
2023-04-21 15:49:34,319,2.59,12.55,0.35,1.44,4.04,44.824818,-62.495979,3.3,4.5
2023-04-21 15:49:36,321,2.60,12.60,0.34,1.41,4.01,44.824881,-62.496021,1.9,4.5
2023-04-21 15:49:38,323,2.62,12.62,0.35,1.46,4.00,44.824946,-62.496060,1.2,4.5
2023-04-21 15:49:40,325,2.63,12.55,0.35,1.46,4.00,44.825011,-62.496102,0.1,4.5
2023-04-21 15:49:42,327,2.64,12.57,0.35,1.46,3.97,44.825077,-62.496135,-0.9,4.5
2023-04-21 15:49:44,329,2.65,12.62,0.34,1.43,3.99,44.825145,-62.496164,-1.2,4.5
2023-04-21 15:49:46,331,2.66,12.62,0.34,1.42,3.96,44.825211,-62.496194,-2.1,4.5
2023-04-21 15:49:48,333,2.67,12.62,0.34,1.43,3.95,44.825281,-62.496222,-2.4,4.5
2023-04-21 15:49:50,335,2.68,12.57,0.33,1.39,3.96,44.825353,-62.496245,-2.3,4.5
2023-04-21 15:49:52,337,2.69,12.51,0.31,1.30,3.95,44.825423,-62.496268,-2.4,4.5
2023-04-21 15:49:54,339,2.70,12.55,0.31,1.31,3.94,44.825490,-62.496296,-2.8,4.5
2023-04-21 15:49:56,341,2.71,12.51,0.32,1.35,3.94,44.825554,-62.496325,-3.7,4.5
2023-04-21 15:49:58,343,2.73,12.51,0.33,1.40,3.96,44.825626,-62.496345,-3.0,4.5
2023-04-21 15:50:00,345,2.74,12.56,0.35,1.47,3.97,44.825695,-62.496366,-3.0,4.5
2023-04-21 15:50:02,347,2.75,12.57,0.32,1.34,3.97,44.825762,-62.496391,-2.7,4.4
2023-04-21 15:50:04,349,2.76,12.54,0.31,1.30,3.97,44.825827,-62.496423,-3.2,4.4
2023-04-21 15:50:06,351,2.77,12.57,0.33,1.40,3.93,44.825885,-62.496447,-5.0,4.4
2023-04-21 15:50:08,353,2.78,12.57,0.32,1.36,3.92,44.825956,-62.496472,-4.8,4.4
2023-04-21 15:50:10,355,2.79,12.60,0.32,1.36,3.91,44.826024,-62.496505,-6.0,4.4
2023-04-21 15:50:12,357,2.80,12.57,0.32,1.37,3.89,44.826093,-62.496529,-5.9,4.4
2023-04-21 15:50:14,359,2.81,12.57,0.32,1.38,3.84,44.826153,-62.496554,-7.0,4.4
2023-04-21 15:50:16,361,2.82,12.58,0.32,1.39,3.84,44.826221,-62.496585,-7.8,4.4
2023-04-21 15:50:18,363,2.83,12.61,0.32,1.39,3.82,44.826293,-62.496606,-7.6,4.4
2023-04-21 15:50:20,365,2.85,12.62,0.33,1.45,3.80,44.826360,-62.496621,-7.8,4.4
2023-04-21 15:50:22,367,2.86,12.58,0.32,1.40,3.80,44.826424,-62.496638,-8.4,4.4
2023-04-21 15:50:24,369,2.87,12.60,0.32,1.41,3.79,44.826499,-62.496654,-7.0,4.4
2023-04-21 15:50:26,371,2.88,12.62,0.32,1.40,3.83,44.826567,-62.496666,-7.4,4.4
2023-04-21 15:50:28,373,2.89,12.57,0.31,1.35,3.82,44.826637,-62.496674,-6.9,4.4
2023-04-21 15:50:30,375,2.90,12.56,0.29,1.26,3.83,44.826715,-62.496683,-5.6,4.4
2023-04-21 15:50:32,377,2.91,12.62,0.30,1.30,3.85,44.826790,-62.496696,-5.9,4.4
2023-04-21 15:50:34,379,2.92,12.54,0.31,1.33,3.88,44.826865,-62.496708,-5.4,4.4
2023-04-21 15:50:36,381,2.93,12.59,0.31,1.33,3.88,44.826939,-62.496718,-4.6,4.4
2023-04-21 15:50:38,383,2.94,12.61,0.31,1.33,3.88,44.827013,-62.496723,-3.9,4.4
2023-04-21 15:50:40,385,2.95,12.57,0.30,1.29,3.88,44.827090,-62.496729,-3.3,4.4
2023-04-21 15:50:42,387,2.96,12.57,0.30,1.29,3.89,44.827160,-62.496733,-3.8,4.4
2023-04-21 15:50:44,389,2.97,12.60,0.30,1.28,3.91,44.827230,-62.496735,-4.1,4.4
2023-04-21 15:50:46,391,2.98,12.57,0.29,1.23,3.91,44.827298,-62.496735,-4.8,4.4
2023-04-21 15:50:48,393,2.99,12.57,0.29,1.24,3.90,44.827370,-62.496740,-4.9,4.4
2023-04-21 15:50:50,395,3.00,12.57,0.30,1.29,3.88,44.827442,-62.496745,-4.9,4.4
2023-04-21 15:50:52,397,3.01,12.59,0.30,1.29,3.87,44.827512,-62.496751,-5.3,4.4
2023-04-21 15:50:54,399,3.02,11.59,0.30,1.29,3.88,44.827580,-62.496759,-5.8,4.4
2023-04-21 15:50:56,401,3.04,9.49,0.59,2.54,3.88,44.827649,-62.496768,-6.5,4.4
2023-04-21 15:50:58,403,3.08,7.48,0.96,4.13,3.88,44.827719,-62.496773,-6.8,4.4
2023-04-21 15:51:00,405,3.10,5.88,0.73,3.14,3.86,44.827787,-62.496779,-6.8,4.4
2023-04-21 15:51:02,407,3.11,5.15,0.49,2.11,3.86,44.827856,-62.496790,-6.9,4.5
2023-04-21 15:51:04,409,3.12,5.19,0.30,1.30,3.86,44.827921,-62.496802,-7.5,4.5
2023-04-21 15:51:06,411,3.13,4.81,0.16,0.69,3.87,44.827990,-62.496807,-6.8,4.5
2023-04-21 15:51:08,413,3.13,4.86,0.06,0.26,3.87,44.828059,-62.496816,-6.5,4.5
2023-04-21 15:51:10,415,3.13,4.76,0.02,0.09,3.88,44.828121,-62.496837,-9.2,4.5
2023-04-21 15:51:12,417,3.13,4.49,0.01,0.04,3.85,44.828189,-62.496840,-7.4,4.4
2023-04-21 15:51:14,419,3.13,4.35,0.01,0.04,3.84,44.828253,-62.496850,-7.7,4.4
2023-04-21 15:51:16,421,3.13,4.21,0.01,0.04,3.84,44.828320,-62.496854,-6.7,4.4
2023-04-21 15:51:18,423,3.13,4.15,0.00,0.00,3.85,44.828389,-62.496864,-6.2,4.4
2023-04-21 15:51:20,425,3.13,4.22,0.00,0.00,3.85,44.828459,-62.496876,-6.3,4.4
2023-04-21 15:51:22,427,3.13,4.08,0.00,0.00,3.82,44.828522,-62.496879,-7.2,4.4
