Serial Number,WE0281117
Sample ID,00036
Start Time,2023-04-21 16:02:16 UTC
Duration,0:07:20
Total Volume (l),3.15
Distance (m),1943
Peak Pressure (psi),12.7
Avg Flow (l/min),0.4
Avg Rate (mL/m),1.6
Avg Speed (m/s),4.4


Date (UTC),Elapsed time (s),Volume (l),Pressure (psi),Flow (l/min),Rate (mL/m),Speed (m/s),Latitude,Longitude,Elevation (m),Accuracy (+/- m)
2023-04-21 16:02:16,0,0.00,-0.36,0.00,0.00,4.43,44.852398,-62.496659,1.9,4.2
2023-04-21 16:02:18,2,0.00,0.04,0.00,0.00,4.42,44.852479,-62.496654,2.8,4.2
2023-04-21 16:02:20,4,0.00,-0.00,0.01,0.04,4.43,44.852559,-62.496645,3.1,4.2
2023-04-21 16:02:22,6,0.00,1.86,0.06,0.22,4.45,44.852644,-62.496644,3.5,4.7
2023-04-21 16:02:24,8,0.00,3.45,0.04,0.15,4.45,44.852725,-62.496640,3.7,4.7
2023-04-21 16:02:26,10,0.00,4.03,0.01,0.04,4.43,44.852798,-62.496633,3.8,4.7
2023-04-21 16:02:28,12,0.00,4.33,0.00,0.00,4.42,44.852870,-62.496624,3.0,4.7
2023-04-21 16:02:30,14,0.00,4.87,0.00,0.00,4.39,44.852942,-62.496635,2.8,4.7
2023-04-21 16:02:32,16,0.00,5.03,0.00,0.00,4.38,44.853017,-62.496641,3.8,13.7
2023-04-21 16:02:34,18,0.00,4.63,0.00,0.00,4.37,44.853091,-62.496623,2.2,13.7
2023-04-21 16:02:36,20,0.01,9.72,0.01,0.04,4.38,44.853170,-62.496611,1.6,13.7
2023-04-21 16:02:38,22,0.02,10.85,0.41,1.56,4.38,44.853256,-62.496601,2.4,13.7
2023-04-21 16:02:40,24,0.05,11.07,0.62,2.38,4.35,44.853336,-62.496588,3.0,13.7
2023-04-21 16:02:42,26,0.07,11.43,0.75,2.91,4.29,44.853407,-62.496567,0.9,13.7
2023-04-21 16:02:44,28,0.10,11.48,0.80,3.12,4.27,44.853481,-62.496551,-0.5,13.7
2023-04-21 16:02:46,30,0.13,11.67,0.80,3.12,4.28,44.853554,-62.496534,-1.2,13.7
2023-04-21 16:02:48,32,0.16,11.68,0.81,3.16,4.26,44.853634,-62.496513,-0.7,13.7
2023-04-21 16:02:50,34,0.18,11.69,0.80,3.11,4.29,44.853714,-62.496488,-0.4,13.7
2023-04-21 16:02:52,36,0.21,11.70,0.78,3.02,4.31,44.853793,-62.496470,-1.6,13.7
2023-04-21 16:02:54,38,0.23,11.74,0.76,2.93,4.32,44.853873,-62.496455,-3.6,13.7
2023-04-21 16:02:56,40,0.26,11.75,0.75,2.90,4.30,44.853950,-62.496431,-4.2,13.7
2023-04-21 16:02:58,42,0.28,11.78,0.75,2.91,4.30,44.854026,-62.496407,-4.3,13.7
2023-04-21 16:03:00,44,0.31,11.79,0.74,2.86,4.31,44.854107,-62.496388,-4.9,13.7
2023-04-21 16:03:02,46,0.33,11.77,0.71,2.73,4.34,44.854188,-62.496364,-4.8,2.8
2023-04-21 16:03:04,48,0.35,11.75,0.70,2.68,4.35,44.854268,-62.496335,-4.5,2.8
2023-04-21 16:03:06,50,0.38,11.76,0.70,2.67,4.37,44.854347,-62.496308,-3.7,2.8
2023-04-21 16:03:08,52,0.40,11.79,0.70,2.67,4.37,44.854424,-62.496281,-2.9,2.8
2023-04-21 16:03:10,54,0.42,11.75,0.69,2.64,4.36,44.854497,-62.496253,-3.5,2.8
