Serial Number,WE0281117
Sample ID,00010
Start Time,2023-04-21 11:57:56 UTC
Duration,0:00:20
Total Volume (l),0.16
Distance (m),12
Peak Pressure (psi),5.9
Avg Flow (l/min),0.4
Avg Rate (mL/m),13.0
Avg Speed (m/s),0.5


Date (UTC),Elapsed time (s),Volume (l),Pressure (psi),Flow (l/min),Rate (mL/m),Speed (m/s),Latitude,Longitude,Elevation (m),Accuracy (+/- m)
2023-04-21 11:57:56,0,0.00,-0.73,0.00,0.00,0.55,44.664791,-62.347005,2.7,4.9
2023-04-21 11:57:58,2,0.00,3.19,0.05,1.53,0.53,44.664783,-62.347007,3.1,4.9
2023-04-21 11:58:00,4,0.02,5.86,0.41,12.78,0.54,44.664777,-62.347000,4.7,4.9
2023-04-21 11:58:02,6,0.05,4.47,0.79,23.97,0.55,44.664764,-62.347002,5.1,4.9
2023-04-21 11:58:04,8,0.09,1.55,1.00,30.54,0.55,44.664757,-62.347003,6.3,4.9
2023-04-21 11:58:06,10,0.12,1.61,0.86,26.35,0.55,44.664752,-62.347005,7.1,4.9
2023-04-21 11:58:08,12,0.14,2.08,0.78,23.78,0.55,44.664751,-62.347012,9.2,8.7
2023-04-21 11:58:10,14,0.15,2.82,0.42,12.95,0.55,44.664753,-62.347020,12.0,8.7
2023-04-21 11:58:12,16,0.15,3.49,0.17,5.25,0.54,44.664743,-62.347025,12.3,8.7
2023-04-21 11:58:14,18,0.15,3.40,0.06,1.84,0.55,44.664727,-62.347024,11.7,8.7
2023-04-21 11:58:16,20,0.16,3.23,0.12,3.82,0.53,44.664722,-62.347021,11.8,8.7
