Serial Number,WE0281117
Sample ID,00033
Start Time,2023-04-21 14:48:38 UTC
Duration,0:07:52
Total Volume (l),3.18
Distance (m),377
Peak Pressure (psi),12.7
Avg Flow (l/min),0.4
Avg Rate (mL/m),9.9
Avg Speed (m/s),0.8


Date (UTC),Elapsed time (s),Volume (l),Pressure (psi),Flow (l/min),Rate (mL/m),Speed (m/s),Latitude,Longitude,Elevation (m),Accuracy (+/- m)
2023-04-21 14:48:38,0,0.00,-0.44,0.00,0.00,0.54,44.806286,-62.497855,-1.6,3.0
2023-04-21 14:48:40,2,0.00,-0.27,0.00,0.00,0.53,44.806281,-62.497859,-1.4,3.0
2023-04-21 14:48:42,4,0.00,0.15,0.00,0.00,0.53,44.806273,-62.497860,-2.0,3.0
2023-04-21 14:48:44,6,0.00,2.65,0.00,0.00,0.56,44.806258,-62.497862,-2.3,3.0
2023-04-21 14:48:46,8,0.00,3.54,0.00,0.00,0.55,44.806247,-62.497868,-1.1,3.0
2023-04-21 14:48:48,10,0.00,3.90,0.00,0.00,0.54,44.806239,-62.497871,-1.3,3.0
2023-04-21 14:48:50,12,0.00,4.25,0.00,0.00,0.56,44.806228,-62.497878,-1.8,3.0
2023-04-21 14:48:52,14,0.00,4.37,0.00,0.00,0.55,44.806216,-62.497886,-1.3,3.0
2023-04-21 14:48:54,16,0.00,4.38,0.00,0.00,0.54,44.806209,-62.497897,-1.8,3.0
2023-04-21 14:48:56,18,0.00,6.45,0.00,0.00,0.57,44.806200,-62.497899,-2.2,3.0
2023-04-21 14:48:58,20,0.00,10.21,0.00,0.00,0.59,44.806192,-62.497904,-2.0,3.0
2023-04-21 14:49:00,22,0.02,11.00,0.43,12.20,0.59,44.806181,-62.497905,-2.3,3.0
2023-04-21 14:49:02,24,0.05,11.28,0.66,18.39,0.60,44.806170,-62.497910,-2.1,3.0
2023-04-21 14:49:04,26,0.07,11.46,0.75,21.49,0.58,44.806150,-62.497903,-4.7,3.0
2023-04-21 14:49:06,28,0.10,11.57,0.78,22.18,0.59,44.806135,-62.497901,-5.6,3.0
2023-04-21 14:49:08,30,0.13,11.60,0.81,23.41,0.58,44.806126,-62.497909,-5.3,3.0
2023-04-21 14:49:10,32,0.15,11.63,0.80,23.60,0.56,44.806118,-62.497906,-4.4,3.0
2023-04-21 14:49:12,34,0.18,11.66,0.79,23.57,0.56,44.806110,-62.497914,-4.6,3.0
2023-04-21 14:49:14,36,0.21,11.62,0.78,23.19,0.56,44.806101,-62.497912,-4.8,3.0
2023-04-21 14:49:16,38,0.23,11.61,0.78,24.07,0.54,44.806093,-62.497917,-4.9,3.0
2023-04-21 14:49:18,40,0.26,11.71,0.75,22.99,0.54,44.806077,-62.497913,-6.8,3.0
2023-04-21 14:49:20,42,0.28,11.72,0.73,22.40,0.54,44.806073,-62.497923,-5.6,3.0
2023-04-21 14:49:22,44,0.30,11.77,0.73,22.63,0.54,44.806065,-62.497927,-5.1,3.0
2023-04-21 14:49:24,46,0.33,11.71,0.73,22.37,0.54,44.806051,-62.497929,-6.3,3.0
2023-04-21 14:49:26,48,0.35,11.76,0.70,21.94,0.53,44.806044,-62.497937,-5.9,3.0
2023-04-21 14:49:28,50,0.38,11.83,0.71,21.31,0.56,44.806030,-62.497939,-5.9,3.0
2023-04-21 14:49:30,52,0.40,11.84,0.71,21.24,0.56,44.806019,-62.497939,-6.2,3.0
2023-04-21 14:49:32,54,0.42,11.81,0.68,20.44,0.55,44.806011,-62.497943,-5.5,3.0
2023-04-21 14:49:34,56,0.45,11.87,0.69,20.89,0.55,44.806005,-62.497948,-5.3,3.0
2023-04-21 14:49:36,58,0.47,11.88,0.68,20.13,0.56,44.805992,-62.497948,-5.5,3.0
2023-04-21 14:49:38,60,0.49,11.86,0.66,19.94,0.55,44.805984,-62.497954,-5.1,3.0
2023-04-21 14:49:40,62,0.51,11.91,0.67,19.87,0.56,44.805978,-62.497958,-4.0,3.0
2023-04-21 14:49:42,64,0.53,11.90,0.68,20.09,0.56,44.805972,-62.497964,-3.5,3.0
2023-04-21 14:49:44,66,0.56,11.96,0.67,19.74,0.57,44.805964,-62.497968,-3.3,3.0
2023-04-21 14:49:46,68,0.58,11.91,0.66,19.54,0.56,44.805958,-62.497969,-3.0,3.0
2023-04-21 14:49:48,70,0.60,11.91,0.66,19.10,0.58,44.805947,-62.497968,-1.8,3.0
2023-04-21 14:49:50,72,0.62,11.97,0.65,18.95,0.57,44.805934,-62.497971,-1.3,3.0
2023-04-21 14:49:52,74,0.64,11.96,0.62,18.26,0.57,44.805930,-62.497977,-0.4,3.0
2023-04-21 14:49:54,76,0.66,11.95,0.63,18.04,0.58,44.805918,-62.497980,-0.2,3.0
2023-04-21 14:49:56,78,0.69,11.94,0.64,18.63,0.57,44.805909,-62.497987,0.5,3.0
2023-04-21 14:49:58,80,0.71,11.97,0.63,17.86,0.59,44.805896,-62.497987,-0.1,3.0
2023-04-21 14:50:00,82,0.73,11.96,0.62,17.60,0.59,44.805884,-62.497987,-0.6,3.0
2023-04-21 14:50:02,84,0.75,11.96,0.62,16.78,0.62,44.805869,-62.497987,-1.2,3.0
2023-04-21 14:50:04,86,0.77,12.01,0.59,16.43,0.60,44.805862,-62.497993,-0.5,3.0
2023-04-21 14:50:06,88,0.79,11.99,0.58,16.19,0.60,44.805853,-62.497995,-0.6,3.0
2023-04-21 14:50:08,90,0.81,12.01,0.59,16.21,0.61,44.805839,-62.497995,-0.7,3.0
2023-04-21 14:50:10,92,0.83,12.02,0.57,14.74,0.64,44.805825,-62.498004,-1.2,3.0
2023-04-21 14:50:12,94,0.84,12.02,0.56,14.72,0.63,44.805818,-62.498009,-0.3,3.0
2023-04-21 14:50:14,96,0.86,12.01,0.57,14.72,0.65,44.805806,-62.498007,-0.5,3.0
2023-04-21 14:50:16,98,0.88,12.05,0.57,14.13,0.67,44.805792,-62.498009,-0.4,3.0
2023-04-21 14:50:18,100,0.90,12.08,0.54,13.68,0.66,44.805784,-62.498015,0.2,3.0
2023-04-21 14:50:20,102,0.92,12.07,0.55,13.79,0.66,44.805775,-62.498024,-0.7,3.0
