Serial Number,WE0281117
Sample ID,00026
Start Time,2023-04-21 13:41:07 UTC
Duration,0:04:28
Total Volume (l),1.67
Distance (m),266
Peak Pressure (psi),12.1
Avg Flow (l/min),0.4
Avg Rate (mL/m),6.8
Avg Speed (m/s),1.0


Date (UTC),Elapsed time (s),Volume (l),Pressure (psi),Flow (l/min),Rate (mL/m),Speed (m/s),Latitude,Longitude,Elevation (m),Accuracy (+/- m)
2023-04-21 13:41:07,0,0.00,-0.53,0.00,0.00,1.37,44.772284,-62.435866,-7.4,3.5
2023-04-21 13:41:09,2,0.00,-0.64,0.00,0.00,1.36,44.772300,-62.435903,-8.3,3.0
2023-04-21 13:41:11,4,0.00,-0.07,0.00,0.00,1.33,44.772313,-62.435925,-7.6,3.0
2023-04-21 13:41:13,6,0.00,1.94,0.00,0.00,1.32,44.772328,-62.435948,-7.5,3.0
2023-04-21 13:41:15,8,0.00,3.39,0.00,0.00,1.31,44.772341,-62.435976,-8.0,3.0
2023-04-21 13:41:17,10,0.00,3.61,0.00,0.00,1.27,44.772351,-62.435989,-6.7,3.0
2023-04-21 13:41:19,12,0.00,3.90,0.00,0.00,1.22,44.772364,-62.436002,-5.7,3.0
2023-04-21 13:41:21,14,0.00,4.12,0.00,0.00,1.19,44.772371,-62.436024,-5.6,3.0
2023-04-21 13:41:23,16,0.00,4.47,0.00,0.00,1.17,44.772380,-62.436048,-6.2,3.0
2023-04-21 13:41:25,18,0.00,4.50,0.00,0.00,1.15,44.772385,-62.436073,-7.7,3.0
2023-04-21 13:41:27,20,0.00,9.39,0.00,0.00,1.17,44.772388,-62.436099,-7.9,3.0
2023-04-21 13:41:29,22,0.01,10.85,0.16,2.34,1.13,44.772396,-62.436120,-8.1,3.0
2023-04-21 13:41:31,24,0.03,11.31,0.46,6.97,1.08,44.772402,-62.436139,-8.5,3.0
2023-04-21 13:41:33,26,0.04,11.51,0.49,7.76,1.02,44.772406,-62.436157,-8.3,3.0
2023-04-21 13:41:35,28,0.07,11.78,0.70,11.89,0.95,44.772409,-62.436166,-7.5,3.0
2023-04-21 13:41:37,30,0.10,11.64,0.76,13.43,0.94,44.772414,-62.436184,-7.1,3.0
2023-04-21 13:41:39,32,0.12,11.84,0.77,13.74,0.93,44.772419,-62.436197,-6.1,2.3
2023-04-21 13:41:41,34,0.15,11.84,0.76,13.76,0.91,44.772423,-62.436214,-5.6,2.3
2023-04-21 13:41:43,36,0.17,11.89,0.75,14.06,0.87,44.772426,-62.436224,-4.7,2.3
2023-04-21 13:41:45,38,0.20,11.88,0.74,14.62,0.83,44.772434,-62.436234,-4.4,2.3
2023-04-21 13:41:47,40,0.22,11.96,0.70,14.48,0.78,44.772434,-62.436248,-3.9,2.3
2023-04-21 13:41:49,42,0.24,11.89,0.67,14.83,0.75,44.772435,-62.436252,-3.3,2.3
2023-04-21 13:41:51,44,0.27,11.95,0.69,15.65,0.73,44.772437,-62.436277,-3.0,2.3
2023-04-21 13:41:53,46,0.29,11.94,0.67,15.78,0.72,44.772441,-62.436289,-2.2,2.3
2023-04-21 13:41:55,48,0.31,11.97,0.66,15.25,0.71,44.772438,-62.436297,-1.6,2.3
2023-04-21 13:41:57,50,0.33,11.99,0.65,15.37,0.70,44.772437,-62.436312,-1.9,2.3
2023-04-21 13:41:59,52,0.35,11.90,0.64,15.45,0.68,44.772439,-62.436329,-1.0,2.3
2023-04-21 13:42:01,54,0.37,11.99,0.61,14.90,0.68,44.772434,-62.436351,-1.1,2.3
2023-04-21 13:42:03,56,0.39,12.02,0.61,14.92,0.68,44.772431,-62.436372,-1.3,2.3
2023-04-21 13:42:05,58,0.41,12.02,0.59,14.62,0.67,44.772430,-62.436386,-1.9,2.3
2023-04-21 13:42:07,60,0.43,12.02,0.58,14.63,0.68,44.772423,-62.436406,-2.2,2.3
2023-04-21 13:42:09,62,0.45,12.03,0.59,14.46,0.68,44.772417,-62.436421,-1.9,2.3
2023-04-21 13:42:11,64,0.47,12.03,0.58,14.21,0.67,44.772412,-62.436436,-2.1,2.3
2023-04-21 13:42:13,66,0.49,12.08,0.52,12.45,0.71,44.772405,-62.436455,-1.9,2.3
2023-04-21 13:42:15,68,0.50,12.12,0.49,11.63,0.70,44.772403,-62.436466,-1.0,2.3
2023-04-21 13:42:17,70,0.52,12.06,0.54,12.98,0.69,44.772401,-62.436482,-1.6,2.3
2023-04-21 13:42:19,72,0.54,12.06,0.52,12.31,0.74,44.772391,-62.436504,-1.8,2.3
2023-04-21 13:42:21,74,0.55,12.10,0.51,11.39,0.73,44.772388,-62.436522,-1.7,2.3
2023-04-21 13:42:23,76,0.57,12.08,0.52,11.95,0.74,44.772387,-62.436537,-2.0,2.3
2023-04-21 13:42:25,78,0.59,12.08,0.51,11.02,0.79,44.772385,-62.436559,-2.4,2.3
2023-04-21 13:42:27,80,0.61,12.10,0.48,10.16,0.78,44.772381,-62.436583,-2.7,2.3
2023-04-21 13:42:29,82,0.62,12.10,0.49,10.52,0.79,44.772380,-62.436603,-3.4,2.3
2023-04-21 13:42:31,84,0.64,12.08,0.48,10.00,0.82,44.772377,-62.436624,-1.2,2.3
2023-04-21 13:42:33,86,0.65,12.09,0.46,9.44,0.81,44.772380,-62.436653,0.7,2.3
2023-04-21 13:42:35,88,0.67,12.10,0.46,9.26,0.86,44.772377,-62.436682,-0.6,2.3
2023-04-21 13:42:37,90,0.68,12.11,0.44,8.44,0.88,44.772375,-62.436709,-0.9,2.3
