Serial Number,WE0281117
Sample ID,00021
Start Time,2023-04-21 13:09:23 UTC
Duration,0:06:47
Total Volume (l),3.15
Distance (m),1705
Peak Pressure (psi),12.2
Avg Flow (l/min),0.5
Avg Rate (mL/m),1.8
Avg Speed (m/s),4.2


Date (UTC),Elapsed time (s),Volume (l),Pressure (psi),Flow (l/min),Rate (mL/m),Speed (m/s),Latitude,Longitude,Elevation (m),Accuracy (+/- m)
2023-04-21 13:09:23,0,0.00,-0.72,0.00,0.00,4.22,44.717982,-62.394881,-9.0,2.5
2023-04-21 13:09:25,2,0.00,-0.64,0.00,0.00,4.22,44.718045,-62.394929,-8.6,2.5
2023-04-21 13:09:27,4,0.00,-0.45,0.00,0.00,4.26,44.718107,-62.394987,-9.2,2.5
2023-04-21 13:09:29,6,0.00,1.55,0.00,0.00,4.26,44.718176,-62.395046,-8.9,2.5
2023-04-21 13:09:31,8,0.00,3.25,0.00,0.00,4.21,44.718232,-62.395092,-9.7,2.5
2023-04-21 13:09:33,10,0.00,3.75,0.00,0.00,4.21,44.718285,-62.395152,-11.3,2.5
2023-04-21 13:09:35,12,0.00,3.98,0.00,0.00,4.22,44.718347,-62.395212,-12.7,2.5
2023-04-21 13:09:37,14,0.00,4.21,0.00,0.00,4.20,44.718415,-62.395258,-12.1,2.5
2023-04-21 13:09:39,16,0.00,4.47,0.00,0.00,4.19,44.718464,-62.395332,-14.3,2.5
2023-04-21 13:09:41,18,0.00,4.19,0.00,0.00,4.18,44.718532,-62.395382,-13.1,2.5
2023-04-21 13:09:43,20,0.00,9.63,0.00,0.00,4.20,44.718601,-62.395430,-12.3,2.5
2023-04-21 13:09:45,22,0.01,10.76,0.28,1.11,4.20,44.718657,-62.395494,-13.5,2.5
2023-04-21 13:09:47,24,0.03,11.20,0.49,1.95,4.19,44.718724,-62.395556,-13.9,2.5
2023-04-21 13:09:49,26,0.06,11.34,0.72,2.86,4.20,44.718784,-62.395623,-14.6,2.5
2023-04-21 13:09:51,28,0.09,11.37,0.80,3.13,4.27,44.718845,-62.395682,-14.6,2.5
2023-04-21 13:09:53,30,0.11,11.43,0.80,3.13,4.27,44.718910,-62.395741,-15.3,2.5
2023-04-21 13:09:55,32,0.14,11.61,0.85,3.34,4.24,44.718974,-62.395797,-14.7,2.5
2023-04-21 13:09:58,35,0.17,11.48,0.87,3.43,4.23,44.719040,-62.395848,-14.5,2.5
2023-04-21 13:10:00,37,0.20,11.47,0.79,3.12,4.22,44.719097,-62.395909,-17.7,2.5
2023-04-21 13:10:02,39,0.22,11.55,0.81,3.20,4.22,44.719158,-62.395976,-20.3,2.5
2023-04-21 13:10:04,41,0.25,11.43,0.84,3.34,4.20,44.719222,-62.396033,-21.0,2.5
2023-04-21 13:10:06,43,0.28,11.54,0.84,3.34,4.19,44.719280,-62.396084,-23.8,2.5
2023-04-21 13:10:08,45,0.31,11.65,0.84,3.36,4.17,44.719347,-62.396145,-23.6,2.5
2023-04-21 13:10:10,47,0.34,11.54,0.83,3.34,4.14,44.719413,-62.396197,-23.0,2.5
2023-04-21 13:10:12,49,0.36,11.55,0.81,3.26,4.14,44.719476,-62.396255,-24.2,2.5
2023-04-21 13:10:14,51,0.39,11.62,0.81,3.27,4.13,44.719539,-62.396321,-25.6,2.5
2023-04-21 13:10:16,53,0.42,11.63,0.81,3.26,4.14,44.719615,-62.396358,-23.2,2.5
2023-04-21 13:10:18,55,0.44,11.62,0.80,3.22,4.14,44.719689,-62.396402,-21.2,2.5
2023-04-21 13:10:20,57,0.47,11.73,0.79,3.16,4.17,44.719757,-62.396452,-20.0,2.5
2023-04-21 13:10:22,59,0.50,11.67,0.78,3.11,4.18,44.719826,-62.396504,-18.6,2.5
2023-04-21 13:10:24,61,0.52,11.63,0.76,3.01,4.21,44.719895,-62.396560,-19.0,2.5
2023-04-21 13:10:26,63,0.55,11.56,0.76,3.00,4.23,44.719957,-62.396617,-18.6,2.5
2023-04-21 13:10:28,65,0.57,11.73,0.76,2.92,4.33,44.720052,-62.396657,-10.8,2.5
2023-04-21 13:10:30,67,0.60,11.74,0.75,2.86,4.37,44.720118,-62.396719,-10.0,2.5
2023-04-21 13:10:32,69,0.62,11.65,0.75,2.90,4.32,44.720166,-62.396771,-11.5,2.5
2023-04-21 13:10:34,71,0.65,11.73,0.76,2.92,4.33,44.720223,-62.396836,-12.8,2.5
2023-04-21 13:10:36,73,0.67,11.62,0.73,2.81,4.33,44.720286,-62.396895,-12.8,2.5
2023-04-21 13:10:38,75,0.70,11.74,0.73,2.81,4.32,44.720343,-62.396959,-14.6,2.5
2023-04-21 13:10:40,77,0.72,11.78,0.73,2.82,4.32,44.720409,-62.397019,-14.3,2.5
2023-04-21 13:10:42,79,0.75,11.83,0.73,2.82,4.31,44.720470,-62.397072,-14.1,2.5
2023-04-21 13:10:44,81,0.77,11.85,0.72,2.79,4.31,44.720538,-62.397132,-14.7,2.5
2023-04-21 13:10:46,83,0.79,11.83,0.71,2.75,4.31,44.720597,-62.397199,-15.8,2.5
2023-04-21 13:10:48,85,0.82,11.82,0.71,2.81,4.22,44.720662,-62.397256,-15.8,2.5
2023-04-21 13:10:50,87,0.84,11.84,0.69,2.76,4.17,44.720722,-62.397317,-16.3,2.5
2023-04-21 13:10:52,89,0.86,11.85,0.69,2.72,4.23,44.720789,-62.397376,-15.3,2.5
2023-04-21 13:10:54,91,0.89,11.83,0.69,2.73,4.22,44.720856,-62.397435,-15.6,2.5
2023-04-21 13:10:56,93,0.91,11.86,0.68,2.67,4.24,44.720921,-62.397495,-17.2,2.5
2023-04-21 13:10:58,95,0.93,11.83,0.67,2.62,4.25,44.720985,-62.397551,-17.6,2.5
2023-04-21 13:11:00,97,0.95,11.87,0.68,2.65,4.27,44.721048,-62.397612,-19.4,2.5
2023-04-21 13:11:02,99,0.98,11.88,0.67,2.61,4.28,44.721104,-62.397673,-21.8,2.5
2023-04-21 13:11:04,101,1.00,11.89,0.66,2.58,4.26,44.721162,-62.397731,-23.1,2.5
2023-04-21 13:11:06,103,1.02,11.91,0.65,2.55,4.25,44.721230,-62.397790,-22.4,2.5
2023-04-21 13:11:08,105,1.04,11.92,0.66,2.58,4.26,44.721304,-62.397850,-21.4,2.5
2023-04-21 13:11:10,107,1.06,11.92,0.65,2.52,4.30,44.721378,-62.397903,-21.2,2.5
2023-04-21 13:11:12,109,1.08,11.96,0.59,2.29,4.30,44.721445,-62.397959,-21.3,2.5
2023-04-21 13:11:14,111,1.10,11.92,0.61,2.35,4.32,44.721508,-62.398025,-21.3,2.5
2023-04-21 13:11:16,113,1.13,11.93,0.64,2.47,4.32,44.721571,-62.398089,-22.6,2.5
2023-04-21 13:11:18,115,1.15,11.92,0.61,2.36,4.31,44.721650,-62.398135,-20.5,2.5
2023-04-21 13:11:20,117,1.17,11.94,0.60,2.34,4.28,44.721709,-62.398187,-22.1,2.5
2023-04-21 13:11:22,119,1.19,11.92,0.60,2.35,4.26,44.721766,-62.398236,-21.7,2.5
2023-04-21 13:11:24,121,1.21,11.95,0.63,2.46,4.27,44.721828,-62.398289,-21.2,2.5
2023-04-21 13:11:26,123,1.23,11.96,0.59,2.28,4.32,44.721893,-62.398353,-22.7,2.5
2023-04-21 13:11:28,125,1.24,11.97,0.58,2.23,4.34,44.721951,-62.398422,-24.9,2.5
2023-04-21 13:11:30,127,1.27,11.94,0.60,2.33,4.30,44.722013,-62.398474,-24.4,2.5
2023-04-21 13:11:32,129,1.29,11.97,0.61,2.38,4.28,44.722069,-62.398534,-25.6,2.5
2023-04-21 13:11:34,131,1.31,11.99,0.59,2.31,4.26,44.722120,-62.398596,-28.5,2.5
