Serial Number,WE0281117
Sample ID,00032
Start Time,2023-04-21 14:40:04 UTC
Duration,0:07:44
Total Volume (l),3.42
Distance (m),507
Peak Pressure (psi),12.8
Avg Flow (l/min),0.4
Avg Rate (mL/m),9.4
Avg Speed (m/s),1.1


Date (UTC),Elapsed time (s),Volume (l),Pressure (psi),Flow (l/min),Rate (mL/m),Speed (m/s),Latitude,Longitude,Elevation (m),Accuracy (+/- m)
2023-04-21 14:40:04,0,0.00,0.07,0.00,0.00,2.84,44.803666,-62.497640,-4.7,3.1
2023-04-21 14:40:06,2,0.00,-0.18,0.02,0.12,2.84,44.803715,-62.497640,-4.6,3.1
2023-04-21 14:40:08,4,0.00,0.12,0.02,0.12,2.83,44.803764,-62.497637,-4.0,3.1
2023-04-21 14:40:10,6,0.00,2.79,0.01,0.06,2.82,44.803810,-62.497638,-3.7,3.1
2023-04-21 14:40:12,8,0.00,3.55,0.01,0.06,2.83,44.803860,-62.497637,-3.2,3.1
2023-04-21 14:40:14,10,0.00,3.75,0.00,0.00,2.84,44.803910,-62.497638,-3.7,3.1
2023-04-21 14:40:16,12,0.00,4.02,0.00,0.00,2.84,44.803963,-62.497634,-3.8,3.1
2023-04-21 14:40:18,14,0.00,4.25,0.00,0.00,2.79,44.804008,-62.497635,-3.5,3.1
2023-04-21 14:40:20,16,0.00,4.18,0.00,0.00,2.75,44.804055,-62.497628,-2.8,3.1
2023-04-21 14:40:22,18,0.00,8.91,0.00,0.00,2.74,44.804107,-62.497622,-2.8,3.1
2023-04-21 14:40:24,20,0.01,10.08,0.30,1.82,2.75,44.804156,-62.497618,-3.0,3.1
2023-04-21 14:40:26,22,0.04,10.76,0.59,3.59,2.74,44.804202,-62.497617,-4.1,3.1
2023-04-21 14:40:28,24,0.07,11.13,0.76,4.62,2.74,44.804249,-62.497622,-4.8,3.1
2023-04-21 14:40:30,26,0.10,11.18,0.80,4.86,2.74,44.804303,-62.497619,-4.8,3.1
2023-04-21 14:40:32,28,0.12,11.27,0.82,5.00,2.73,44.804353,-62.497616,-5.1,3.1
2023-04-21 14:40:34,30,0.15,11.32,0.83,5.12,2.70,44.804399,-62.497615,-5.2,3.1
2023-04-21 14:40:36,32,0.18,11.43,0.81,4.97,2.72,44.804446,-62.497616,-5.7,3.1
2023-04-21 14:40:38,34,0.20,11.52,0.81,4.92,2.74,44.804493,-62.497608,-5.8,3.1
2023-04-21 14:40:40,36,0.23,11.45,0.81,4.94,2.74,44.804540,-62.497595,-5.1,3.1
2023-04-21 14:40:42,38,0.26,11.61,0.82,5.04,2.71,44.804585,-62.497592,-4.8,3.1
2023-04-21 14:40:44,40,0.29,11.70,0.82,5.06,2.70,44.804629,-62.497586,-4.9,3.1
2023-04-21 14:40:46,42,0.31,11.68,0.80,4.93,2.71,44.804678,-62.497584,-3.8,3.1
2023-04-21 14:40:48,44,0.34,11.63,0.79,4.91,2.68,44.804723,-62.497588,-3.7,3.1
2023-04-21 14:40:50,46,0.36,11.69,0.78,4.85,2.68,44.804771,-62.497585,-3.4,3.1
2023-04-21 14:40:52,48,0.39,11.63,0.77,4.77,2.69,44.804823,-62.497583,-3.6,3.1
2023-04-21 14:40:54,50,0.41,11.69,0.74,4.58,2.70,44.804871,-62.497588,-4.6,3.1
2023-04-21 14:40:56,52,0.44,11.72,0.75,4.66,2.68,44.804920,-62.497592,-4.8,3.1
