Serial Number,WE0281117
Sample ID,00002
Start Time,2022-07-11 22:30:41 UTC
Duration,0:02:42
Total Volume (l),2.42
Distance (m),26
Peak Pressure (psi),2.9
Avg Flow (l/min),0.9
Avg Rate (mL/m),98.2
Avg Speed (m/s),0.2


Date (UTC),Elapsed time (s),Volume (l),Pressure (psi),Flow (l/min),Rate (mL/m),Speed (m/s),Latitude,Longitude,Elevation (m),Accuracy (+/- m)
2022-07-11 22:30:41,0,0.00,0.42,0.00,0.00,0.18,45.741851,-122.617364,43.8,15.1
2022-07-11 22:30:43,2,0.01,1.34,0.34,31.21,0.18,45.741856,-122.617363,44.2,15.1
2022-07-11 22:30:45,4,0.05,2.89,0.78,69.57,0.19,45.741857,-122.617364,44.2,15.1
2022-07-11 22:30:47,6,0.08,0.81,0.87,79.34,0.18,45.741863,-122.617362,44.6,15.1
2022-07-11 22:30:49,8,0.11,0.95,0.89,81.95,0.18,45.741861,-122.617357,43.4,15.1
2022-07-11 22:30:51,10,0.14,1.27,0.88,79.73,0.17,45.741865,-122.617358,43.6,15.1
2022-07-11 22:30:53,12,0.17,0.88,0.91,91.37,0.16,45.741870,-122.617358,43.9,15.1
2022-07-11 22:30:55,14,0.20,1.13,0.89,92.30,0.17,45.741870,-122.617356,43.8,15.1
2022-07-11 22:30:57,16,0.23,1.01,0.90,87.54,0.17,45.741879,-122.617356,45.0,15.1
2022-07-11 22:30:59,18,0.26,1.05,0.90,89.13,0.17,45.741881,-122.617350,45.0,15.1
2022-07-11 22:31:01,20,0.29,1.08,0.90,91.80,0.14,45.741883,-122.617344,45.1,15.1
2022-07-11 22:31:03,22,0.32,1.03,0.90,114.16,0.13,45.741885,-122.617346,45.2,15.2
2022-07-11 22:31:05,24,0.35,1.01,0.90,121.36,0.12,45.741887,-122.617347,45.6,15.2
2022-07-11 22:31:07,26,0.38,1.14,0.90,120.58,0.13,45.741889,-122.617350,45.9,15.2
2022-07-11 22:31:09,28,0.41,1.03,0.90,117.42,0.13,45.741887,-122.617351,45.7,15.2
2022-07-11 22:31:11,30,0.44,1.07,0.90,119.90,0.13,45.741892,-122.617346,45.9,15.2
2022-07-11 22:31:13,32,0.47,1.09,0.90,111.65,0.13,45.741897,-122.617348,46.7,15.2
2022-07-11 22:31:15,34,0.50,1.09,0.90,119.66,0.12,45.741900,-122.617355,47.0,15.2
2022-07-11 22:31:17,36,0.53,1.09,0.90,127.44,0.11,45.741913,-122.617358,48.5,15.2
2022-07-11 22:31:19,38,0.56,1.03,0.90,129.53,0.12,45.741926,-122.617365,50.5,15.2
2022-07-11 22:31:21,40,0.59,1.03,0.90,123.81,0.12,45.741933,-122.617366,51.3,15.2
2022-07-11 22:31:23,42,0.62,1.05,0.90,116.78,0.13,45.741943,-122.617369,52.4,15.2
2022-07-11 22:31:25,44,0.65,1.05,0.90,117.97,0.14,45.741953,-122.617366,53.4,15.2
2022-07-11 22:31:27,46,0.68,1.04,0.90,101.66,0.15,45.741958,-122.617362,54.0,15.2
2022-07-11 22:31:29,48,0.71,1.02,0.90,95.03,0.16,45.741961,-122.617358,54.4,15.2
2022-07-11 22:31:31,50,0.74,1.12,0.90,87.44,0.17,45.741966,-122.617352,54.9,15.2
2022-07-11 22:31:33,52,0.77,1.05,0.90,85.74,0.17,45.741968,-122.617356,55.4,15.2
2022-07-11 22:31:35,54,0.80,1.06,0.90,85.08,0.18,45.741972,-122.617357,56.0,15.2
2022-07-11 22:31:37,56,0.83,1.05,0.90,83.45,0.18,45.741975,-122.617357,56.4,15.2
2022-07-11 22:31:39,58,0.86,1.11,0.90,80.30,0.18,45.741979,-122.617362,57.1,15.2
2022-07-11 22:31:41,60,0.89,1.05,0.90,82.58,0.19,45.741978,-122.617366,57.4,15.2
2022-07-11 22:31:43,62,0.92,1.01,0.90,76.06,0.20,45.741983,-122.617365,57.8,15.3
2022-07-11 22:31:45,64,0.95,0.99,0.90,72.46,0.20,45.741986,-122.617368,58.4,15.3
2022-07-11 22:31:47,66,0.98,1.03,0.90,79.64,0.18,45.741992,-122.617373,59.2,15.3
2022-07-11 22:31:49,68,1.01,1.01,0.90,86.36,0.17,45.741996,-122.617377,59.9,15.3
2022-07-11 22:31:51,70,1.04,1.09,0.90,97.18,0.15,45.741997,-122.617382,60.3,15.3
2022-07-11 22:31:53,72,1.07,1.02,0.90,100.37,0.16,45.742004,-122.617381,61.0,15.3
2022-07-11 22:31:55,74,1.10,1.14,0.90,96.40,0.16,45.742003,-122.617390,61.0,15.3
2022-07-11 22:31:57,76,1.13,1.09,0.90,97.37,0.15,45.742000,-122.617392,60.7,15.3
2022-07-11 22:31:59,78,1.16,1.09,0.90,104.28,0.14,45.741998,-122.617398,60.6,15.3
2022-07-11 22:32:01,80,1.19,1.05,0.90,104.24,0.14,45.741999,-122.617405,60.6,15.3
2022-07-11 22:32:03,82,1.22,1.05,0.90,106.57,0.14,45.742001,-122.617408,61.0,15.3
2022-07-11 22:32:05,84,1.25,0.97,0.90,111.40,0.14,45.742009,-122.617414,61.9,15.3
2022-07-11 22:32:07,86,1.28,1.09,0.90,97.31,0.16,45.742015,-122.617417,62.8,15.3
2022-07-11 22:32:09,88,1.31,1.10,0.90,91.27,0.17,45.742017,-122.617422,63.6,15.3
2022-07-11 22:32:11,90,1.34,1.06,0.90,86.06,0.17,45.742020,-122.617423,64.1,15.3
2022-07-11 22:32:13,92,1.37,1.08,0.90,83.50,0.19,45.742026,-122.617429,65.1,15.3
2022-07-11 22:32:15,94,1.40,1.10,0.90,82.30,0.18,45.742025,-122.617435,65.0,15.3
2022-07-11 22:32:17,96,1.43,1.11,0.90,83.19,0.18,45.742027,-122.617437,65.3,15.3
2022-07-11 22:32:19,98,1.46,1.06,0.90,81.97,0.18,45.742025,-122.617436,64.9,15.3
2022-07-11 22:32:21,100,1.49,1.08,0.90,82.42,0.18,45.742025,-122.617437,64.9,15.3
2022-07-11 22:32:23,102,1.52,1.10,0.90,88.08,0.17,45.742022,-122.617433,64.3,15.4
2022-07-11 22:32:25,104,1.55,1.10,0.90,91.21,0.15,45.742019,-122.617434,63.9,15.4
2022-07-11 22:32:27,106,1.58,0.97,0.90,105.37,0.13,45.742018,-122.617434,63.8,15.4
2022-07-11 22:32:29,108,1.61,1.12,0.90,115.83,0.13,45.742014,-122.617431,63.2,15.4
2022-07-11 22:32:31,110,1.64,1.10,0.90,120.24,0.12,45.742011,-122.617430,63.2,15.4
2022-07-11 22:32:33,112,1.67,1.08,0.90,139.41,0.10,45.742006,-122.617430,62.7,15.4
2022-07-11 22:32:35,114,1.70,1.06,0.90,147.06,0.10,45.742009,-122.617431,62.8,15.4
2022-07-11 22:32:37,116,1.73,1.01,0.90,132.80,0.12,45.742007,-122.617429,62.5,15.4
2022-07-11 22:32:39,118,1.76,1.12,0.90,128.21,0.12,45.742008,-122.617430,62.6,15.4
2022-07-11 22:32:41,120,1.79,1.11,0.90,121.85,0.13,45.742009,-122.617433,62.8,15.4
2022-07-11 22:32:43,122,1.82,1.08,0.90,123.92,0.12,45.742012,-122.617437,63.3,15.4
2022-07-11 22:32:45,124,1.85,1.13,0.90,123.81,0.12,45.742019,-122.617442,64.5,15.4
2022-07-11 22:32:47,126,1.88,1.13,0.90,123.86,0.12,45.742024,-122.617451,65.9,15.4
2022-07-11 22:32:49,128,1.91,1.09,0.90,118.67,0.13,45.742029,-122.617460,67.3,15.4
2022-07-11 22:32:51,130,1.94,1.12,0.90,110.62,0.13,45.742032,-122.617466,68.2,15.4
2022-07-11 22:32:53,132,1.97,1.07,0.90,108.89,0.15,45.742038,-122.617470,69.0,15.4
2022-07-11 22:32:55,134,2.00,1.11,0.90,100.07,0.15,45.742042,-122.617473,69.9,15.4
2022-07-11 22:32:57,136,2.03,1.07,0.90,111.07,0.13,45.742048,-122.617477,70.9,15.4
2022-07-11 22:32:59,138,2.06,1.07,0.90,114.20,0.13,45.742053,-122.617482,71.8,15.4
2022-07-11 22:33:01,140,2.09,1.12,0.90,112.28,0.14,45.742056,-122.617486,72.3,15.4
2022-07-11 22:33:03,142,2.12,1.08,0.90,110.62,0.14,45.742057,-122.617488,72.8,15.5
2022-07-11 22:33:05,144,2.15,1.04,0.90,109.09,0.14,45.742058,-122.617489,72.9,15.5
2022-07-11 22:33:07,146,2.18,1.11,0.90,108.97,0.14,45.742056,-122.617490,72.9,15.5
2022-07-11 22:33:09,148,2.21,1.19,0.90,105.26,0.16,45.742058,-122.617483,72.4,15.5
2022-07-11 22:33:11,150,2.24,1.08,0.90,91.16,0.17,45.742058,-122.617487,72.7,15.5
2022-07-11 22:33:13,152,2.27,1.19,0.90,85.94,0.18,45.742055,-122.617490,72.8,15.5
