Serial Number,WE0281117
Sample ID,00035
Start Time,2023-04-21 15:53:52 UTC
Duration,0:07:00
Total Volume (l),3.13
Distance (m),1710
Peak Pressure (psi),12.7
Avg Flow (l/min),0.4
Avg Rate (mL/m),1.9
Avg Speed (m/s),4.1


Date (UTC),Elapsed time (s),Volume (l),Pressure (psi),Flow (l/min),Rate (mL/m),Speed (m/s),Latitude,Longitude,Elevation (m),Accuracy (+/- m)
2023-04-21 15:53:52,0,0.00,-0.65,0.00,0.00,3.72,44.833618,-62.497007,-11.2,4.4
2023-04-21 15:53:54,2,0.00,-0.62,0.00,0.00,3.71,44.833685,-62.497016,-12.6,4.4
2023-04-21 15:53:56,4,0.00,-0.19,0.00,0.00,3.72,44.833750,-62.497019,-13.1,4.4
2023-04-21 15:53:58,6,0.00,-0.09,0.00,0.00,3.71,44.833815,-62.497018,-13.6,4.4
2023-04-21 15:54:00,8,0.00,2.02,0.00,0.00,3.72,44.833881,-62.497018,-14.7,4.4
2023-04-21 15:54:02,10,0.00,3.35,0.00,0.00,3.71,44.833947,-62.497017,-15.6,4.4
2023-04-21 15:54:04,12,0.00,3.71,0.00,0.00,3.72,44.834015,-62.497018,-16.7,4.4
2023-04-21 15:54:06,14,0.00,4.13,0.00,0.00,3.72,44.834085,-62.497020,-17.0,4.4
2023-04-21 15:54:08,16,0.00,4.32,0.00,0.00,3.73,44.834152,-62.497016,-16.7,4.4
2023-04-21 15:54:10,18,0.00,4.70,0.00,0.00,3.71,44.834219,-62.497014,-16.1,4.4
2023-04-21 15:54:12,20,0.00,4.86,0.00,0.00,3.71,44.834288,-62.497016,-16.5,4.3
2023-04-21 15:54:14,22,0.00,9.75,0.03,0.13,3.72,44.834359,-62.497019,-17.2,4.3
2023-04-21 15:54:16,24,0.02,10.59,0.45,2.02,3.70,44.834424,-62.497023,-17.8,4.3
2023-04-21 15:54:18,26,0.05,10.99,0.65,2.93,3.70,44.834492,-62.497020,-17.6,4.3
2023-04-21 15:54:20,28,0.07,11.18,0.78,3.52,3.69,44.834558,-62.497012,-16.1,4.3
2023-04-21 15:54:22,30,0.10,11.35,0.82,3.70,3.70,44.834627,-62.497009,-16.0,4.2
2023-04-21 15:54:24,32,0.13,11.41,0.83,3.74,3.69,44.834695,-62.497005,-15.3,4.2
