Serial Number,WE0281117
Sample ID,00014
Start Time,2023-04-21 12:12:15 UTC
Duration,0:05:16
Total Volume (l),3.24
Distance (m),219
Peak Pressure (psi),12.1
Avg Flow (l/min),0.6
Avg Rate (mL/m),16.9
Avg Speed (m/s),0.7


Date (UTC),Elapsed time (s),Volume (l),Pressure (psi),Flow (l/min),Rate (mL/m),Speed (m/s),Latitude,Longitude,Elevation (m),Accuracy (+/- m)
2023-04-21 12:12:15,0,0.00,-0.58,0.00,0.00,0.59,44.661792,-62.346598,4.1,8.1
2023-04-21 12:12:17,2,0.00,0.07,0.00,0.00,0.61,44.661791,-62.346591,4.1,8.1
2023-04-21 12:12:19,4,0.00,1.53,0.00,0.00,0.61,44.661786,-62.346587,3.3,8.1
2023-04-21 12:12:21,6,0.00,2.70,0.00,0.00,0.62,44.661780,-62.346586,1.9,8.1
2023-04-21 12:12:23,8,0.00,3.48,0.00,0.00,0.65,44.661770,-62.346585,1.7,8.1
2023-04-21 12:12:25,10,0.00,3.98,0.00,0.00,0.59,44.661762,-62.346586,1.2,8.1
2023-04-21 12:12:27,12,0.00,4.32,0.00,0.00,0.60,44.661751,-62.346583,0.8,8.1
2023-04-21 12:12:29,14,0.00,4.74,0.00,0.00,0.63,44.661746,-62.346589,-0.7,8.1
2023-04-21 12:12:31,16,0.00,4.58,0.00,0.00,0.60,44.661736,-62.346578,-1.5,8.1
2023-04-21 12:12:33,18,0.00,9.18,0.00,0.00,0.60,44.661728,-62.346575,-0.1,8.1
2023-04-21 12:12:35,20,0.01,10.19,0.32,8.75,0.61,44.661720,-62.346571,-0.7,8.1
2023-04-21 12:12:37,22,0.03,10.70,0.52,13.59,0.64,44.661709,-62.346571,-2.0,8.2
2023-04-21 12:12:39,24,0.06,10.72,0.69,17.10,0.67,44.661697,-62.346565,-1.5,8.2
2023-04-21 12:12:41,26,0.09,10.79,0.74,18.94,0.65,44.661690,-62.346562,-1.0,8.2
2023-04-21 12:12:43,28,0.11,10.73,0.73,19.42,0.63,44.661683,-62.346564,-0.9,8.2
2023-04-21 12:12:45,30,0.13,10.82,0.73,19.27,0.63,44.661670,-62.346567,1.0,8.2
2023-04-21 12:12:47,32,0.16,10.93,0.74,20.84,0.59,44.661664,-62.346558,3.3,8.2
2023-04-21 12:12:49,34,0.19,11.21,0.81,24.18,0.56,44.661661,-62.346561,4.7,8.2
2023-04-21 12:12:51,36,0.21,11.34,0.81,24.64,0.55,44.661654,-62.346565,5.7,8.2
2023-04-21 12:12:53,38,0.24,11.27,0.79,23.97,0.55,44.661646,-62.346576,6.6,8.2
2023-04-21 12:12:55,40,0.27,11.38,0.77,25.00,0.51,44.661637,-62.346591,6.5,8.2
2023-04-21 12:12:57,42,0.29,11.45,0.80,27.30,0.49,44.661625,-62.346590,4.3,8.2
2023-04-21 12:12:59,44,0.32,11.39,0.82,27.95,0.49,44.661617,-62.346588,4.4,8.2
2023-04-21 12:13:01,46,0.35,11.18,0.76,26.36,0.48,44.661611,-62.346589,3.5,8.2
