Serial Number,WE0281117
Sample ID,00015
Start Time,2023-04-21 12:20:51 UTC
Duration,0:06:41
Total Volume (l),1.82
Distance (m),1578
Peak Pressure (psi),12.5
Avg Flow (l/min),0.3
Avg Rate (mL/m),1.2
Avg Speed (m/s),3.9


Date (UTC),Elapsed time (s),Volume (l),Pressure (psi),Flow (l/min),Rate (mL/m),Speed (m/s),Latitude,Longitude,Elevation (m),Accuracy (+/- m)
2023-04-21 12:20:51,0,0.00,-0.57,0.00,0.00,3.60,44.664718,-62.352307,4.3,74.2
2023-04-21 12:20:53,2,0.00,0.60,0.00,0.00,3.61,44.664769,-62.352360,3.5,74.2
2023-04-21 12:20:55,4,0.00,2.06,0.00,0.00,3.61,44.664813,-62.352397,1.6,74.2
2023-04-21 12:20:57,6,0.00,3.14,0.00,0.00,3.57,44.664877,-62.352461,1.7,3.6
2023-04-21 12:20:59,8,0.00,3.62,0.00,0.00,3.56,44.664931,-62.352501,1.9,3.6
2023-04-21 12:21:01,10,0.00,4.09,0.00,0.00,3.53,44.664976,-62.352523,1.0,3.6
2023-04-21 12:21:03,12,0.00,4.56,0.00,0.00,3.52,44.665028,-62.352563,1.5,3.6
2023-04-21 12:21:05,14,0.00,4.57,0.00,0.00,3.47,44.665086,-62.352606,3.2,3.6
2023-04-21 12:21:07,16,0.00,9.04,0.01,0.05,3.35,44.665136,-62.352644,2.9,5.0
2023-04-21 12:21:09,18,0.01,10.13,0.18,0.92,3.26,44.665196,-62.352670,4.4,5.0
2023-04-21 12:21:11,20,0.03,10.95,0.54,2.81,3.21,44.665245,-62.352701,5.0,5.0
2023-04-21 12:21:13,22,0.06,11.08,0.68,3.57,3.18,44.665295,-62.352730,5.3,5.0
2023-04-21 12:21:15,24,0.08,11.10,0.64,3.37,3.16,44.665343,-62.352763,4.3,5.0
2023-04-21 12:21:17,26,0.09,11.15,0.57,3.00,3.17,44.665402,-62.352783,5.4,5.0
2023-04-21 12:21:19,28,0.12,11.57,0.60,3.18,3.14,44.665454,-62.352809,4.2,5.0
2023-04-21 12:21:21,30,0.14,11.76,0.66,3.52,3.13,44.665511,-62.352833,5.6,5.0
2023-04-21 12:21:23,32,0.16,11.71,0.62,3.36,3.08,44.665557,-62.352860,5.9,5.0
2023-04-21 12:21:25,34,0.17,11.76,0.53,2.87,3.08,44.665616,-62.352883,7.3,5.0
2023-04-21 12:21:27,36,0.20,11.93,0.62,3.40,3.04,44.665665,-62.352907,7.3,5.0
2023-04-21 12:21:29,38,0.22,11.90,0.62,3.44,3.01,44.665715,-62.352933,7.8,5.0
2023-04-21 12:21:31,40,0.24,11.99,0.58,3.20,3.02,44.665766,-62.352963,6.5,5.0
2023-04-21 12:21:33,42,0.26,11.97,0.59,3.26,3.02,44.665813,-62.353012,5.9,5.0
2023-04-21 12:21:35,44,0.28,11.75,0.60,3.31,3.02,44.665859,-62.353064,3.5,5.0
2023-04-21 12:21:37,46,0.29,11.86,0.54,2.95,3.05,44.665909,-62.353110,3.8,5.0
2023-04-21 12:21:39,48,0.31,12.02,0.52,2.80,3.10,44.665958,-62.353165,3.5,5.0
2023-04-21 12:21:41,50,0.33,12.07,0.53,2.85,3.10,44.666002,-62.353226,4.4,5.0
2023-04-21 12:21:43,52,0.35,12.03,0.55,2.93,3.13,44.666045,-62.353276,6.1,5.0
2023-04-21 12:21:45,54,0.36,12.08,0.52,2.76,3.14,44.666082,-62.353339,6.1,5.0
2023-04-21 12:21:47,56,0.38,11.96,0.53,2.75,3.22,44.666128,-62.353407,4.8,5.0
2023-04-21 12:21:49,58,0.40,11.78,0.56,2.86,3.26,44.666171,-62.353454,3.5,5.0
2023-04-21 12:21:51,60,0.41,11.66,0.40,2.04,3.27,44.666208,-62.353516,3.3,5.0
2023-04-21 12:21:53,62,0.43,11.98,0.45,2.28,3.29,44.666254,-62.353567,3.6,5.0
2023-04-21 12:21:55,64,0.44,12.13,0.48,2.41,3.32,44.666301,-62.353609,3.1,5.0
2023-04-21 12:21:57,66,0.46,12.18,0.48,2.41,3.32,44.666341,-62.353664,2.6,3.1
2023-04-21 12:21:59,68,0.48,12.24,0.48,2.43,3.29,44.666383,-62.353726,3.6,3.1
2023-04-21 12:22:01,70,0.49,12.20,0.47,2.36,3.32,44.666424,-62.353791,3.3,3.1
2023-04-21 12:22:03,72,0.51,12.27,0.47,2.36,3.31,44.666465,-62.353846,2.7,3.1
2023-04-21 12:22:05,74,0.52,12.25,0.47,2.35,3.33,44.666485,-62.353879,3.0,3.1
2023-04-21 12:22:07,76,0.54,12.24,0.45,2.26,3.32,44.666549,-62.353962,1.2,5.0
2023-04-21 12:22:09,78,0.55,12.13,0.43,2.17,3.30,44.666590,-62.354013,1.1,5.0
2023-04-21 12:22:11,80,0.57,12.10,0.43,2.17,3.30,44.666637,-62.354059,0.7,5.0
2023-04-21 12:22:13,82,0.58,11.98,0.41,2.07,3.30,44.666681,-62.354107,1.0,5.0
2023-04-21 12:22:15,84,0.59,11.96,0.41,2.08,3.28,44.666731,-62.354162,0.6,5.0
2023-04-21 12:22:17,86,0.61,11.99,0.42,2.11,3.31,44.666773,-62.354223,0.6,5.0
2023-04-21 12:22:19,88,0.62,11.99,0.43,2.18,3.28,44.666816,-62.354268,1.3,5.0
2023-04-21 12:22:21,90,0.64,11.60,0.42,2.13,3.28,44.666863,-62.354314,-0.5,5.0
2023-04-21 12:22:23,92,0.65,11.58,0.49,2.50,3.27,44.666899,-62.354381,0.6,5.0
2023-04-21 12:22:25,94,0.67,11.91,0.56,2.84,3.28,44.666945,-62.354426,0.6,5.0
2023-04-21 12:22:27,96,0.69,11.64,0.52,2.61,3.32,44.666993,-62.354487,-0.0,5.0
2023-04-21 12:22:29,98,0.71,11.75,0.58,2.89,3.35,44.667041,-62.354552,0.1,5.0
2023-04-21 12:22:31,100,0.72,10.91,0.39,1.94,3.35,44.667089,-62.354611,0.5,5.0
2023-04-21 12:22:33,102,0.72,10.05,0.15,0.75,3.34,44.667137,-62.354652,2.1,5.0
2023-04-21 12:22:35,104,0.72,9.86,0.04,0.20,3.36,44.667187,-62.354700,0.9,5.0
2023-04-21 12:22:37,106,0.73,10.71,0.17,0.84,3.38,44.667241,-62.354770,0.6,4.9
2023-04-21 12:22:39,108,0.74,11.47,0.32,1.56,3.43,44.667295,-62.354833,0.8,4.9
2023-04-21 12:22:41,110,0.75,11.88,0.35,1.68,3.47,44.667348,-62.354886,-0.2,4.9
2023-04-21 12:22:43,112,0.76,11.89,0.30,1.42,3.51,44.667397,-62.354955,0.1,4.9
2023-04-21 12:22:45,114,0.78,12.09,0.35,1.65,3.54,44.667450,-62.355010,-0.4,4.9
2023-04-21 12:22:47,116,0.79,12.39,0.39,1.83,3.56,44.667508,-62.355069,-2.2,4.9
2023-04-21 12:22:49,118,0.80,12.44,0.32,1.50,3.56,44.667556,-62.355128,-4.6,4.9
2023-04-21 12:22:51,120,0.81,12.45,0.37,1.73,3.57,44.667609,-62.355189,-3.0,4.9
2023-04-21 12:22:53,122,0.82,12.47,0.38,1.73,3.66,44.667657,-62.355258,-2.9,4.9
2023-04-21 12:22:55,124,0.84,12.37,0.37,1.67,3.70,44.667708,-62.355331,-2.2,4.9
2023-04-21 12:22:57,126,0.84,11.52,0.23,1.02,3.76,44.667773,-62.355377,-1.1,4.9
2023-04-21 12:22:59,128,0.85,11.89,0.28,1.24,3.76,44.667829,-62.355428,-1.4,4.9
2023-04-21 12:23:01,130,0.87,12.30,0.43,1.90,3.77,44.667887,-62.355489,-0.6,4.9
2023-04-21 12:23:03,132,0.88,12.05,0.38,1.68,3.77,44.667947,-62.355527,0.7,4.9
2023-04-21 12:23:05,134,0.89,11.78,0.27,1.18,3.81,44.668007,-62.355580,0.9,4.9
2023-04-21 12:23:07,136,0.90,12.05,0.29,1.27,3.81,44.668062,-62.355642,1.2,4.9
2023-04-21 12:23:09,138,0.91,12.11,0.35,1.52,3.83,44.668117,-62.355688,0.0,4.9
2023-04-21 12:23:11,140,0.92,12.00,0.33,1.42,3.89,44.668178,-62.355744,-0.4,4.9
2023-04-21 12:23:13,142,0.93,11.94,0.30,1.28,3.91,44.668243,-62.355801,-1.6,4.9
2023-04-21 12:23:15,144,0.94,12.00,0.33,1.40,3.93,44.668310,-62.355858,0.6,4.9
2023-04-21 12:23:17,146,0.95,12.09,0.33,1.40,3.92,44.668370,-62.355920,1.6,4.9
2023-04-21 12:23:19,148,0.96,12.00,0.31,1.31,3.94,44.668427,-62.355974,1.7,4.9
2023-04-21 12:23:21,150,0.97,11.97,0.31,1.30,3.98,44.668496,-62.356034,2.5,4.9
2023-04-21 12:23:23,152,0.98,12.02,0.31,1.28,4.04,44.668560,-62.356103,3.0,4.9
2023-04-21 12:23:25,154,0.99,12.02,0.31,1.28,4.02,44.668619,-62.356168,2.7,4.9
2023-04-21 12:23:27,156,1.00,12.00,0.31,1.28,4.02,44.668675,-62.356217,2.5,4.9
2023-04-21 12:23:29,158,1.01,12.02,0.30,1.23,4.08,44.668744,-62.356271,4.0,4.9
2023-04-21 12:23:31,160,1.02,12.00,0.28,1.14,4.08,44.668811,-62.356322,5.4,4.9
2023-04-21 12:23:33,162,1.03,11.97,0.30,1.23,4.08,44.668878,-62.356368,5.3,4.9
2023-04-21 12:23:35,164,1.04,12.04,0.29,1.18,4.11,44.668947,-62.356432,5.6,4.9
2023-04-21 12:23:37,166,1.05,12.00,0.28,1.13,4.13,44.669036,-62.356531,6.3,4.9
2023-04-21 12:23:39,168,1.06,11.96,0.28,1.12,4.15,44.669099,-62.356595,5.7,4.9
2023-04-21 12:23:41,170,1.07,12.00,0.28,1.13,4.13,44.669163,-62.356652,5.8,4.9
2023-04-21 12:23:43,172,1.08,12.02,0.28,1.13,4.12,44.669222,-62.356715,6.4,4.9
2023-04-21 12:23:45,174,1.09,11.98,0.27,1.08,4.16,44.669252,-62.356745,6.5,4.9
2023-04-21 12:23:47,176,1.10,11.93,0.27,1.07,4.21,44.669347,-62.356848,5.7,4.9
2023-04-21 12:23:49,178,1.11,11.97,0.28,1.10,4.23,44.669409,-62.356931,3.1,4.9
2023-04-21 12:23:51,180,1.12,12.01,0.28,1.10,4.24,44.669469,-62.356994,2.5,4.9
2023-04-21 12:23:53,182,1.13,12.08,0.28,1.10,4.25,44.669534,-62.357060,2.0,4.9
2023-04-21 12:23:55,184,1.14,12.05,0.26,1.02,4.28,44.669599,-62.357128,0.6,4.9
2023-04-21 12:23:57,186,1.14,11.99,0.23,0.89,4.30,44.669633,-62.357164,-0.1,4.5
2023-04-21 12:23:59,188,1.15,11.94,0.23,0.89,4.30,44.669724,-62.357256,-0.6,4.5
2023-04-21 12:24:01,190,1.16,11.95,0.26,1.01,4.30,44.669753,-62.357287,-0.5,4.5
2023-04-21 12:24:04,193,1.17,12.06,0.26,1.01,4.29,44.669811,-62.357343,0.2,4.5
2023-04-21 12:24:06,195,1.18,12.05,0.26,1.01,4.28,44.669907,-62.357427,1.7,4.5
2023-04-21 12:24:08,197,1.19,12.03,0.25,0.98,4.26,44.669966,-62.357491,2.3,4.5
2023-04-21 12:24:10,199,1.19,11.97,0.25,0.98,4.24,44.670028,-62.357549,2.7,4.5
2023-04-21 12:24:12,201,1.20,11.94,0.25,0.98,4.26,44.670088,-62.357611,1.9,4.5
2023-04-21 12:24:14,203,1.21,12.02,0.24,0.94,4.23,44.670147,-62.357667,4.0,4.5
2023-04-21 12:24:16,205,1.22,12.03,0.24,0.94,4.22,44.670212,-62.357726,4.4,4.5
2023-04-21 12:24:18,207,1.23,12.03,0.24,0.95,4.20,44.670272,-62.357785,4.3,4.5
2023-04-21 12:24:20,209,1.23,12.02,0.22,0.87,4.21,44.670333,-62.357847,4.9,4.5
2023-04-21 12:24:22,211,1.24,11.95,0.23,0.91,4.25,44.670400,-62.357902,4.6,4.5
2023-04-21 12:24:24,213,1.25,12.03,0.24,0.94,4.23,44.670461,-62.357964,3.9,4.5
2023-04-21 12:24:26,215,1.26,12.03,0.21,0.83,4.24,44.670522,-62.358027,4.3,4.5
2023-04-21 12:24:28,217,1.26,12.01,0.23,0.91,4.26,44.670586,-62.358082,4.6,4.5
2023-04-21 12:24:30,219,1.27,11.97,0.24,0.94,4.24,44.670643,-62.358149,0.7,4.5
2023-04-21 12:24:32,221,1.28,12.00,0.22,0.87,4.26,44.670707,-62.358218,-1.6,4.5
2023-04-21 12:24:34,223,1.29,11.99,0.24,0.93,4.29,44.670741,-62.358246,-0.8,4.5
2023-04-21 12:24:36,225,1.30,12.04,0.25,0.98,4.27,44.670833,-62.358342,-2.1,4.5
2023-04-21 12:24:38,227,1.30,11.98,0.22,0.86,4.29,44.670897,-62.358408,-0.2,4.5
2023-04-21 12:24:40,229,1.31,11.98,0.21,0.81,4.29,44.670959,-62.358466,-0.8,4.5
2023-04-21 12:24:42,231,1.32,12.03,0.22,0.86,4.27,44.671022,-62.358527,-0.4,4.5
2023-04-21 12:24:44,233,1.32,12.00,0.21,0.82,4.29,44.671085,-62.358596,-0.7,4.5
2023-04-21 12:24:46,235,1.33,11.99,0.22,0.85,4.29,44.671148,-62.358652,-2.4,4.5
2023-04-21 12:24:48,237,1.34,12.04,0.22,0.85,4.30,44.671214,-62.358718,-2.4,4.5
2023-04-21 12:24:50,239,1.34,11.98,0.20,0.77,4.33,44.671277,-62.358785,-0.7,4.5
2023-04-21 12:24:52,241,1.35,11.97,0.20,0.77,4.33,44.671340,-62.358848,0.5,4.5
2023-04-21 12:24:54,243,1.36,12.04,0.21,0.81,4.32,44.671405,-62.358919,-0.8,4.5
2023-04-21 12:24:56,245,1.36,12.06,0.21,0.81,4.31,44.671465,-62.358995,-1.3,4.5
2023-04-21 12:24:58,247,1.37,11.96,0.20,0.78,4.30,44.671530,-62.359061,-1.2,4.5
2023-04-21 12:25:00,249,1.38,12.00,0.21,0.81,4.31,44.671592,-62.359120,-0.7,4.5
2023-04-21 12:25:02,251,1.39,12.01,0.21,0.81,4.30,44.671649,-62.359179,-0.3,4.5
2023-04-21 12:25:04,253,1.39,12.00,0.21,0.81,4.31,44.671709,-62.359242,1.8,4.5
2023-04-21 12:25:06,255,1.40,11.96,0.20,0.77,4.32,44.671768,-62.359298,3.0,4.5
2023-04-21 12:25:08,257,1.41,12.01,0.21,0.81,4.32,44.671832,-62.359369,2.5,4.5
2023-04-21 12:25:10,259,1.41,12.08,0.21,0.81,4.29,44.671890,-62.359441,1.8,4.5
2023-04-21 12:25:12,261,1.42,11.99,0.21,0.82,4.28,44.671946,-62.359502,2.1,4.5
2023-04-21 12:25:14,263,1.43,11.92,0.17,0.66,4.29,44.672004,-62.359565,1.7,4.5
2023-04-21 12:25:16,265,1.43,11.99,0.17,0.66,4.32,44.672068,-62.359637,1.5,4.5
2023-04-21 12:25:18,267,1.44,12.05,0.19,0.73,4.32,44.672128,-62.359707,0.8,4.5
