Serial Number,WE0281117
Sample ID,00038
Start Time,2023-04-21 16:17:56 UTC
Duration,0:05:09
Total Volume (l),2.39
Distance (m),1358
Peak Pressure (psi),12.6
Avg Flow (l/min),0.5
Avg Rate (mL/m),1.7
Avg Speed (m/s),4.4


Date (UTC),Elapsed time (s),Volume (l),Pressure (psi),Flow (l/min),Rate (mL/m),Speed (m/s),Latitude,Longitude,Elevation (m),Accuracy (+/- m)
2023-04-21 16:20:59,183,1.59,12.22,0.45,1.73,4.35,44.894881,-62.486519,4.7,3.5
2023-04-21 16:21:01,185,1.60,12.24,0.45,1.74,4.32,44.894955,-62.486549,4.7,3.5
2023-04-21 16:21:03,187,1.62,12.27,0.44,1.69,4.33,44.895032,-62.486582,5.5,3.5
2023-04-21 16:21:05,189,1.63,12.25,0.46,1.77,4.33,44.895107,-62.486622,6.4,3.5
2023-04-21 16:21:07,191,1.65,12.18,0.43,1.66,4.33,44.895180,-62.486657,6.9,3.5
2023-04-21 16:21:09,193,1.66,12.26,0.44,1.69,4.33,44.895252,-62.486698,7.1,3.5
2023-04-21 16:21:11,195,1.68,12.29,0.44,1.69,4.34,44.895328,-62.486750,7.7,3.5
2023-04-21 16:21:13,197,1.69,12.29,0.44,1.69,4.34,44.895435,-62.486827,7.7,3.5
2023-04-21 16:21:15,199,1.71,12.31,0.42,1.61,4.35,44.895505,-62.486884,8.0,3.5
2023-04-21 16:21:17,201,1.72,12.30,0.39,1.50,4.35,44.895574,-62.486932,9.0,3.5
2023-04-21 16:21:19,203,1.73,12.22,0.40,1.53,4.35,44.895608,-62.486957,9.4,3.5
2023-04-21 16:21:21,205,1.74,12.29,0.43,1.65,4.35,44.895710,-62.487034,9.7,3.5
2023-04-21 16:21:23,207,1.76,12.13,0.41,1.57,4.36,44.895774,-62.487097,10.3,3.5
2023-04-21 16:21:25,209,1.77,12.29,0.43,1.64,4.36,44.895841,-62.487155,9.8,3.5
2023-04-21 16:21:27,211,1.79,12.28,0.42,1.60,4.37,44.895904,-62.487220,8.6,3.5
2023-04-21 16:21:29,213,1.80,12.34,0.41,1.57,4.36,44.895968,-62.487285,7.7,3.5
2023-04-21 16:21:31,215,1.81,12.30,0.41,1.57,4.35,44.896028,-62.487347,6.3,3.5
2023-04-21 16:21:33,217,1.83,12.31,0.40,1.54,4.34,44.896089,-62.487404,5.5,3.5
2023-04-21 16:21:35,219,1.84,12.31,0.42,1.61,4.34,44.896148,-62.487473,5.1,3.5
2023-04-21 16:21:37,221,1.85,12.29,0.40,1.54,4.34,44.896207,-62.487548,4.6,3.5
2023-04-21 16:21:39,223,1.87,12.24,0.39,1.50,4.34,44.896236,-62.487589,4.0,3.5
2023-04-21 16:21:41,225,1.88,12.29,0.39,1.50,4.35,44.896318,-62.487706,2.4,3.5
2023-04-21 16:21:43,227,1.89,12.36,0.40,1.53,4.36,44.896345,-62.487746,1.8,3.5
2023-04-21 16:21:45,229,1.91,12.38,0.40,1.53,4.36,44.896429,-62.487853,1.4,3.5
2023-04-21 16:21:47,231,1.92,12.31,0.39,1.49,4.36,44.896458,-62.487890,1.2,3.5
2023-04-21 16:21:49,233,1.93,12.34,0.38,1.45,4.36,44.896540,-62.488012,0.5,3.5
2023-04-21 16:21:51,235,1.95,12.35,0.40,1.53,4.37,44.896593,-62.488096,-0.2,3.5
2023-04-21 16:21:53,237,1.96,12.35,0.39,1.49,4.38,44.896645,-62.488178,-0.5,3.5
2023-04-21 16:21:55,239,1.97,12.30,0.38,1.45,4.38,44.896696,-62.488261,-0.8,3.5
2023-04-21 16:21:57,241,1.99,12.39,0.39,1.48,4.38,44.896747,-62.488347,-1.2,3.5
2023-04-21 16:21:59,243,2.00,12.34,0.38,1.44,4.38,44.896798,-62.488431,-1.3,3.5
2023-04-21 16:22:01,245,2.01,12.41,0.39,1.48,4.38,44.896850,-62.488513,-1.2,3.5
2023-04-21 16:22:03,247,2.03,12.41,0.39,1.48,4.38,44.896901,-62.488593,-1.0,3.5
2023-04-21 16:22:05,249,2.04,12.43,0.38,1.45,4.38,44.896953,-62.488669,-0.9,3.5
2023-04-21 16:22:07,251,2.05,12.45,0.36,1.37,4.38,44.896999,-62.488747,-0.4,3.5
2023-04-21 16:22:09,253,2.06,12.27,0.35,1.33,4.37,44.897047,-62.488829,0.1,3.5
2023-04-21 16:22:11,255,2.07,12.42,0.38,1.45,4.38,44.897096,-62.488914,0.9,3.5
2023-04-21 16:22:13,257,2.09,12.27,0.37,1.41,4.38,44.897148,-62.488998,1.2,3.5
2023-04-21 16:22:15,259,2.10,12.34,0.35,1.33,4.38,44.897201,-62.489083,1.4,3.5
2023-04-21 16:22:17,261,2.11,12.36,0.38,1.45,4.37,44.897249,-62.489167,1.8,3.5
2023-04-21 16:22:19,263,2.12,12.41,0.36,1.37,4.39,44.897297,-62.489255,2.8,3.5
2023-04-21 16:22:21,265,2.13,12.40,0.35,1.33,4.38,44.897343,-62.489340,3.2,3.5
2023-04-21 16:22:23,267,2.15,12.35,0.36,1.37,4.38,44.897391,-62.489425,3.4,3.5
2023-04-21 16:22:25,269,2.16,12.41,0.35,1.33,4.39,44.897439,-62.489514,3.3,3.5
2023-04-21 16:22:27,271,2.17,12.35,0.35,1.33,4.39,44.897487,-62.489600,3.7,3.5
2023-04-21 16:22:29,273,2.18,12.36,0.34,1.29,4.43,44.897537,-62.489694,3.8,3.5
2023-04-21 16:22:31,275,2.19,12.41,0.35,1.32,4.42,44.897584,-62.489778,4.2,3.5
2023-04-21 16:22:33,277,2.20,12.38,0.33,1.25,4.42,44.897632,-62.489864,4.7,3.5
2023-04-21 16:22:35,279,2.22,12.39,0.34,1.28,4.41,44.897679,-62.489949,4.7,3.5
2023-04-21 16:22:37,281,2.23,12.43,0.35,1.32,4.40,44.897725,-62.490029,5.3,3.5
2023-04-21 16:22:39,283,2.24,12.45,0.35,1.33,4.38,44.897781,-62.490117,4.6,3.5
2023-04-21 16:22:41,285,2.25,12.51,0.35,1.33,4.39,44.897836,-62.490203,4.3,3.5
2023-04-21 16:22:43,287,2.26,12.51,0.34,1.29,4.40,44.897888,-62.490290,3.9,3.5
2023-04-21 16:22:45,289,2.27,12.57,0.35,1.33,4.40,44.897938,-62.490380,4.0,3.5
2023-04-21 16:22:47,291,2.29,12.57,0.36,1.36,4.40,44.897988,-62.490469,4.8,3.5
2023-04-21 16:22:49,293,2.30,12.52,0.34,1.29,4.36,44.898038,-62.490560,4.6,3.5
2023-04-21 16:22:51,295,2.31,12.62,0.35,1.34,4.36,44.898088,-62.490650,4.4,3.5
2023-04-21 16:22:53,297,2.32,12.62,0.36,1.38,4.36,44.898137,-62.490734,4.5,3.5
2023-04-21 16:22:55,299,2.33,12.54,0.35,1.34,4.37,44.898187,-62.490823,4.9,3.5
2023-04-21 16:22:57,301,2.34,12.48,0.34,1.29,4.40,44.898238,-62.490910,4.8,3.5
2023-04-21 16:22:59,303,2.35,12.47,0.33,1.25,4.40,44.898286,-62.490997,4.9,3.5
2023-04-21 16:23:01,305,2.37,12.51,0.33,1.25,4.40,44.898331,-62.491087,4.8,3.5
2023-04-21 16:23:03,307,2.38,12.47,0.34,1.29,4.40,44.898380,-62.491170,4.3,3.5
2023-04-21 16:23:05,309,2.39,12.40,0.32,1.21,4.40,44.898430,-62.491255,3.6,3.5
