Serial Number,WE0281117
Sample ID,00030
Start Time,2023-04-21 14:25:35 UTC
Duration,0:04:16
Total Volume (l),1.29
Distance (m),1144
Peak Pressure (psi),12.1
Avg Flow (l/min),0.3
Avg Rate (mL/m),1.1
Avg Speed (m/s),4.4


Date (UTC),Elapsed time (s),Volume (l),Pressure (psi),Flow (l/min),Rate (mL/m),Speed (m/s),Latitude,Longitude,Elevation (m),Accuracy (+/- m)
2023-04-21 14:25:35,0,0.00,-0.58,0.00,0.00,4.32,44.772603,-62.484401,6.1,3.0
2023-04-21 14:25:37,2,0.00,-0.12,0.01,0.04,4.34,44.772672,-62.484479,3.1,3.0
2023-04-21 14:25:39,4,0.00,0.15,0.00,0.00,4.41,44.772737,-62.484557,1.2,3.0
2023-04-21 14:25:41,6,0.00,2.58,0.00,0.00,4.51,44.772794,-62.484639,-0.6,3.0
2023-04-21 14:25:43,8,0.00,3.54,0.00,0.00,4.52,44.772856,-62.484711,0.6,3.0
2023-04-21 14:25:45,10,0.00,3.81,0.00,0.00,4.52,44.772916,-62.484784,1.4,3.0
2023-04-21 14:25:47,12,0.00,4.13,0.00,0.00,4.51,44.772977,-62.484860,0.9,3.0
2023-04-21 14:25:49,14,0.00,4.52,0.00,0.00,4.50,44.773038,-62.484938,1.0,3.0
2023-04-21 14:25:51,16,0.00,4.86,0.00,0.00,4.50,44.773102,-62.485013,-0.4,3.0
2023-04-21 14:25:53,18,0.00,4.68,0.00,0.00,4.50,44.773161,-62.485089,-0.7,3.0
2023-04-21 14:25:55,20,0.00,9.23,0.00,0.00,4.49,44.773222,-62.485158,-1.3,3.0
2023-04-21 14:25:57,22,0.00,10.96,0.11,0.41,4.45,44.773282,-62.485223,-3.1,3.0
2023-04-21 14:25:59,24,0.03,11.55,0.48,1.83,4.38,44.773340,-62.485286,-4.5,3.0
2023-04-21 14:26:01,26,0.05,11.80,0.59,2.24,4.40,44.773405,-62.485355,-4.4,3.0
2023-04-21 14:26:03,28,0.07,11.92,0.66,2.49,4.41,44.773469,-62.485428,-5.5,3.0
2023-04-21 14:26:05,30,0.09,12.02,0.68,2.57,4.41,44.773534,-62.485497,-7.0,3.0
2023-04-21 14:26:07,32,0.12,12.03,0.66,2.50,4.41,44.773598,-62.485567,-7.7,3.0
2023-04-21 14:26:09,34,0.14,12.04,0.66,2.50,4.39,44.773662,-62.485625,-8.1,3.0
2023-04-21 14:26:11,36,0.16,12.08,0.61,2.30,4.42,44.773735,-62.485680,-7.8,3.0
2023-04-21 14:26:13,38,0.18,12.07,0.60,2.26,4.43,44.773806,-62.485738,-8.7,3.0
2023-04-21 14:26:15,40,0.20,12.04,0.61,2.29,4.44,44.773871,-62.485804,-12.8,3.0
2023-04-21 14:26:17,42,0.22,12.01,0.59,2.20,4.46,44.773939,-62.485864,-12.1,3.0
2023-04-21 14:26:19,44,0.24,11.98,0.57,2.12,4.48,44.774014,-62.485923,-12.0,3.0
2023-04-21 14:26:21,46,0.25,12.08,0.54,2.00,4.49,44.774090,-62.485976,-10.9,3.0
2023-04-21 14:26:23,48,0.27,12.08,0.53,1.97,4.47,44.774157,-62.486030,-11.5,3.0
2023-04-21 14:26:25,50,0.29,12.05,0.53,1.98,4.46,44.774224,-62.486089,-12.6,3.0
2023-04-21 14:26:27,52,0.31,12.09,0.53,1.98,4.46,44.774295,-62.486135,-11.1,3.0
2023-04-21 14:26:29,54,0.32,12.08,0.48,1.78,4.50,44.774373,-62.486176,-11.6,3.0
2023-04-21 14:26:31,56,0.34,12.05,0.47,1.76,4.46,44.774441,-62.486239,-15.3,3.0
2023-04-21 14:26:33,58,0.36,12.02,0.50,1.88,4.44,44.774513,-62.486291,-16.7,3.0
2023-04-21 14:26:35,60,0.37,12.07,0.49,1.84,4.44,44.774578,-62.486348,-18.4,3.0
