Serial Number,WE0281117
Sample ID,00003
Start Time,2022-07-11 22:33:41 UTC
Duration,0:00:48
Total Volume (l),1.05
Distance (m),11
Peak Pressure (psi),3.9
Avg Flow (l/min),1.2
Avg Rate (mL/m),105.1
Avg Speed (m/s),0.2


Date (UTC),Elapsed time (s),Volume (l),Pressure (psi),Flow (l/min),Rate (mL/m),Speed (m/s),Latitude,Longitude,Elevation (m),Accuracy (+/- m)
2022-07-11 22:33:41,0,0.00,-0.11,0.00,0.00,0.22,45.742129,-122.617493,85.2,15.5
2022-07-11 22:33:43,2,0.00,0.47,0.07,5.36,0.22,45.742133,-122.617494,85.7,15.5
2022-07-11 22:33:45,4,0.03,1.85,0.51,39.55,0.22,45.742134,-122.617505,86.0,15.5
2022-07-11 22:33:47,6,0.06,3.59,0.98,68.35,0.26,45.742123,-122.617517,86.3,15.5
2022-07-11 22:33:49,8,0.12,0.32,1.45,92.59,0.26,45.742126,-122.617520,86.7,15.5
2022-07-11 22:33:51,10,0.16,3.86,1.30,81.16,0.27,45.742125,-122.617530,87.2,15.5
2022-07-11 22:33:53,12,0.21,2.19,1.40,84.04,0.28,45.742122,-122.617525,87.5,15.5
2022-07-11 22:33:55,14,0.25,2.28,1.40,77.86,0.30,45.742114,-122.617528,86.6,15.5
2022-07-11 22:33:57,16,0.30,2.30,1.40,79.28,0.29,45.742106,-122.617527,85.4,15.5
2022-07-11 22:33:59,18,0.35,2.28,1.40,80.22,0.29,45.742098,-122.617524,84.5,15.5
2022-07-11 22:34:01,20,0.39,2.39,1.40,77.15,0.32,45.742097,-122.617522,83.8,15.5
2022-07-11 22:34:03,22,0.44,2.35,1.40,73.89,0.30,45.742083,-122.617509,83.1,15.6
2022-07-11 22:34:05,24,0.49,2.37,1.40,81.77,0.27,45.742086,-122.617506,83.3,15.6
2022-07-11 22:34:07,26,0.54,2.48,1.40,91.09,0.23,45.742091,-122.617505,83.8,15.6
2022-07-11 22:34:09,28,0.58,2.42,1.40,106.64,0.22,45.742092,-122.617504,84.0,15.6
2022-07-11 22:34:11,30,0.63,2.44,1.40,111.94,0.20,45.742091,-122.617501,84.0,15.6
2022-07-11 22:34:13,32,0.68,2.47,1.40,119.78,0.18,45.742090,-122.617501,84.3,15.6
2022-07-11 22:34:15,34,0.72,2.36,1.40,143.68,0.17,45.742091,-122.617503,84.5,15.6
2022-07-11 22:34:17,36,0.77,2.34,1.40,141.03,0.17,45.742092,-122.617502,84.5,15.6
2022-07-11 22:34:19,38,0.82,2.35,1.40,144.08,0.16,45.742096,-122.617501,84.7,15.6
2022-07-11 22:34:21,40,0.86,2.35,1.40,161.25,0.13,45.742097,-122.617500,84.9,15.6
2022-07-11 22:34:23,42,0.91,2.33,1.40,189.86,0.12,45.742098,-122.617498,84.9,15.6
2022-07-11 22:34:25,44,0.96,2.41,1.40,185.55,0.12,45.742095,-122.617496,84.5,15.6
2022-07-11 22:34:27,46,1.01,2.31,1.40,196.99,0.12,45.742089,-122.617493,83.9,15.6
2022-07-11 22:34:29,48,1.05,2.40,1.40,195.59,0.12,45.742086,-122.617490,83.5,15.6
