"","glatos_array","num_fish","num_dets","first_det","last_det","mean_lat","mean_lon","animals"
"1","OTN.GDL",1,13,2017-06-21 02:00:37,2019-11-02 20:05:25,46.0283115384615,-59.1699446153846,"SABMPA-MPA-SAB-0008"
"2","OTN.SABMPA",1,109,2016-06-29 21:45:32,2016-09-06 20:51:14,46.0250717431193,-59.075743119266,"SABMPA-MPA-SAB-0015"
