"","station","num_fish","num_dets","first_det","last_det","mean_lat","mean_lon","animals"
"68","CBS019",5,45,2019-03-12 01:22:07,2024-02-23 11:46:07,47.120636,-60.25316,"SABMPA-1261754-2022-12-05 SABMPA-1346219-2022-12-06 SABMPA-1346228-2022-12-05 SABMPA-MPA-SAB-0055 SABMPA-MPA-SAB-0063-2018-12-07"
"69","CBS020",4,40,2019-03-12 00:44:16,2023-03-21 22:12:26,47.12594075,-60.2456365,"SABMPA-1261754-2022-12-05 SABMPA-1346228-2022-12-05 SABMPA-MPA-SAB-0055 SABMPA-MPA-SAB-0063-2018-12-07"
"70","CBS021",2,14,2019-12-22 16:19:03,2022-12-16 04:16:40,47.131795,-60.239135,"SABMPA-1346228-2022-12-05 SABMPA-MPA-SAB-0055"
"71","CBS022",2,38,2019-03-11 07:10:22,2022-12-16 07:55:09,47.1360539473684,-60.2316642105263,"SABMPA-1346228-2022-12-05 SABMPA-MPA-SAB-0063-2018-12-07"
"72","CBS023",4,24,2022-12-16 06:05:39,2025-03-09 10:03:18,47.14098,-60.22394,"SABMPA-1346219-2022-12-06 SABMPA-1346228-2022-12-05 SABMPA-MPA-SAB-23-MOR-67-2023-11-26 SABMPA-MPA-SAB-24-MOR-30-2024-12-04"
"73","CBS024",2,3,2024-03-20 12:46:43,2025-03-08 08:03:35,47.1461,-60.2165,"SABMPA-1346219-2022-12-06 SABMPA-MPA-SAB-24-MOR-30-2024-12-04"
"74","CBS025",3,55,2019-12-23 14:32:57,2025-03-08 07:59:37,47.1511103636363,-60.209414,"SABMPA-1261754-2022-12-05 SABMPA-MPA-SAB-0055 SABMPA-MPA-SAB-24-MOR-30-2024-12-04"
"75","CBS026",3,463,2019-12-23 08:11:05,2023-01-19 14:39:34,47.1560630669544,-60.202066457883,"SABMPA-1261754-2022-12-05 SABMPA-1346228-2022-12-05 SABMPA-MPA-SAB-0055"
"76","CBS027",1,4,2019-12-23 09:36:57,2020-01-02 04:09:52,47.1608,-60.19507,"SABMPA-MPA-SAB-0055"
"77","CBS168",1,18,2023-05-14 11:42:53,2023-05-14 12:38:31,47.24902,-60.07808,"SABMPA-1346219-2022-12-06"
"78","CBS170",2,13,2018-12-18 21:59:30,2023-12-25 09:45:02,47.2570030769231,-60.0605069230769,"SABMPA-1346224-2022-12-05 SABMPA-MPA-SAB-0040"
"79","CBS171",9,299,2018-12-18 19:06:59,2025-03-06 02:56:06,47.2610321070235,-60.0525659197323,"SABMPA-1261763-2022-12-05 SABMPA-1346224-2022-12-05 SABMPA-MPA-SAB-0022 SABMPA-MPA-SAB-0040 SABMPA-MPA-SAB-0055 SABMPA-MPA-SAB-23-MOR-08-2023-10-06 SABMPA-MPA-SAB-23-MOR-37-2023-11-26 SABMPA-MPA-SAB-24-MOR-02-2024-12-04 SABMPA-MPA-SAB-24-MOR-26-2024-12-04"
"80","CBS172",9,439,2019-01-27 12:21:59,2025-03-10 04:15:34,47.2651858086562,-60.0440240774485,"SABMPA-1346224-2022-12-05 SABMPA-MPA-SAB-0022 SABMPA-MPA-SAB-0040 SABMPA-MPA-SAB-0055 SABMPA-MPA-SAB-23-MOR-08-2023-10-06 SABMPA-MPA-SAB-23-MOR-37-2023-11-26 SABMPA-MPA-SAB-24-MOR-02-2024-12-04 SABMPA-MPA-SAB-24-MOR-12-2024-12-04 SABMPA-MPA-SAB-24-MOR-27-2024-12-04"
"81","CBS173",5,99,2019-01-26 05:30:16,2025-03-23 10:52:49,47.2699387878788,-60.0352654545454,"SABMPA-MPA-SAB-0022 SABMPA-MPA-SAB-23-MOR-03-2023-10-05 SABMPA-MPA-SAB-23-MOR-37-2023-11-26 SABMPA-MPA-SAB-24-MOR-02-2024-12-04 SABMPA-MPA-SAB-24-MOR-27-2024-12-04"
"82","CBS174",2,27,2019-03-17 02:33:35,2020-01-10 16:48:55,47.2739288888889,-60.0264855555556,"SABMPA-MPA-SAB-0040 SABMPA-MPA-SAB-0055"
"83","CBS175",8,378,2019-01-26 04:18:31,2025-03-11 11:07:30,47.2779975396826,-60.0173946031748,"SABMPA-1261763-2022-12-05 SABMPA-MPA-SAB-0022 SABMPA-MPA-SAB-0040 SABMPA-MPA-SAB-0055 SABMPA-MPA-SAB-23-MOR-37-2023-11-26 SABMPA-MPA-SAB-24-MOR-02-2024-12-04 SABMPA-MPA-SAB-24-MOR-12-2024-12-04 SABMPA-MPA-SAB-24-MOR-27-2024-12-04"
"84","CBS176",3,119,2020-01-27 08:41:47,2025-03-07 04:27:00,47.2817164705884,-60.0065927731092,"SABMPA-MPA-SAB-0055 SABMPA-MPA-SAB-23-MOR-37-2023-11-26 SABMPA-MPA-SAB-24-MOR-02-2024-12-04"
"85","CBS177",1,17,2024-02-01 16:12:09,2024-02-22 11:38:15,47.28623,-60.0006,"SABMPA-MPA-SAB-23-MOR-37-2023-11-26"
"86","CBS178",1,1,2019-01-25 19:24:22,2019-01-25 19:24:22,47.29054,-59.99204,"SABMPA-MPA-SAB-0022"
"87","CBS179",1,11,2019-01-24 14:13:51,2019-01-28 12:41:29,47.29443,-59.98399,"SABMPA-MPA-SAB-0022"
"88","CBS180",2,40,2019-01-24 13:39:25,2020-01-30 17:51:24,47.29912,-59.9743800000001,"SABMPA-MPA-SAB-0022 SABMPA-MPA-SAB-0055"
"89","CBS182",1,10,2020-01-30 18:43:05,2020-01-30 19:05:47,47.3072,-59.95747,"SABMPA-MPA-SAB-0055"
"90","CBS184",2,41,2019-04-04 07:11:45,2020-03-10 08:26:23,47.3153831707317,-59.9407219512196,"SABMPA-MPA-SAB-0022 SABMPA-MPA-SAB-0055"
"91","CBS185",1,8,2020-01-31 00:11:32,2020-03-06 10:16:28,47.31979,-59.93152,"SABMPA-MPA-SAB-0055"
"92","CBS186",1,17,2020-01-31 02:12:40,2020-03-15 05:55:21,47.32403,-59.92306,"SABMPA-MPA-SAB-0055"
"93","CBS187",1,15,2020-03-03 08:01:53,2020-03-03 08:53:26,47.32859,-59.91458,"SABMPA-MPA-SAB-0055"
"94","CBS188",1,64,2020-03-03 06:58:25,2020-03-09 20:02:48,47.33219,-59.90564,"SABMPA-MPA-SAB-0055"
"95","CBS189",1,62,2020-03-03 05:33:10,2020-03-09 16:20:03,47.33666,-59.8968399999999,"SABMPA-MPA-SAB-0055"
"96","CBS191",2,39,2019-01-28 23:04:56,2020-03-02 21:25:00,47.34477,-59.87942,"SABMPA-MPA-SAB-0022 SABMPA-MPA-SAB-0055"
"97","CBS193",1,17,2019-03-10 21:10:09,2019-03-10 22:20:37,47.35333,-59.86216,"SABMPA-MPA-SAB-0022"
"98","CBS194",1,25,2019-03-10 20:00:19,2019-03-10 21:01:29,47.35747,-59.85388,"SABMPA-MPA-SAB-0022"
"99","CBS195",1,44,2019-03-10 16:59:00,2019-03-10 19:33:36,47.36166,-59.84518,"SABMPA-MPA-SAB-0022"
"100","CBS196",1,5,2019-03-10 16:42:45,2019-03-10 17:18:01,47.3654,-59.83654,"SABMPA-MPA-SAB-0022"
"101","CBS209",1,7,2019-03-23 08:16:34,2019-03-23 09:27:17,47.42033,-59.72478,"SABMPA-MPA-SAB-0022"
"102","CBS225",1,11,2019-03-22 15:18:12,2019-03-22 15:48:16,47.48742,-59.58644,"SABMPA-MPA-SAB-0022"
"103","GDL-SV3-1121-20230620T1500-4430784",1,1,2023-07-03 07:32:39,2023-07-03 07:32:39,46.40883,-59.41816,"SABMPA-1261754-2022-12-05"
"104","GDL-SV3-1121-20230620T1500-4430786",1,1,2023-07-03 07:34:50,2023-07-03 07:34:50,46.40949,-59.41816,"SABMPA-1261754-2022-12-05"
"105","GDL-SV3-1121-20230620T1500-4430788",1,1,2023-07-03 07:37:42,2023-07-03 07:37:42,46.41037,-59.41818,"SABMPA-1261754-2022-12-05"
"106","GDL-SV3-1121-20230620T1500-4430790",1,1,2023-07-03 07:39:45,2023-07-03 07:39:45,46.41104,-59.41825,"SABMPA-1261754-2022-12-05"
"107","GDL-SV3-1121-20230620T1500-8657006",1,1,2023-07-03 07:04:33.165451,2023-07-03 07:04:33.165451,46.40089,-59.42335,"SABMPA-1261754-2022-12-05"
"108","GDL-SV3-1121-20230620T1500-8657007",1,1,2023-07-03 07:08:00.375167,2023-07-03 07:08:00.375167,46.40179,-59.42234,"SABMPA-1261754-2022-12-05"
"109","GDL-SV3-1121-20230620T1500-8657008",1,1,2023-07-03 07:08:00.37532,2023-07-03 07:08:00.37532,46.40179,-59.42234,"SABMPA-1261754-2022-12-05"
"110","GDL-SV3-1121-20230620T1500-8657009",1,1,2023-07-03 07:08:50.637756,2023-07-03 07:08:50.637756,46.402,-59.4221,"SABMPA-1261754-2022-12-05"
"111","GDL-SV3-1121-20230620T1500-8657010",1,1,2023-07-03 07:08:50.638473,2023-07-03 07:08:50.638473,46.402,-59.4221,"SABMPA-1261754-2022-12-05"
"112","GDL-SV3-1121-20230620T1500-8657011",1,1,2023-07-03 07:08:50.638916,2023-07-03 07:08:50.638916,46.402,-59.4221,"SABMPA-1261754-2022-12-05"
"113","GDL-SV3-1121-20230620T1500-8657012",1,1,2023-07-03 07:11:27.869598,2023-07-03 07:11:27.869598,46.40269,-59.42133,"SABMPA-1261754-2022-12-05"
"114","GDL-SV3-1121-20230620T1500-8657013",1,1,2023-07-03 07:11:27.86975,2023-07-03 07:11:27.86975,46.40269,-59.42133,"SABMPA-1261754-2022-12-05"
"115","GDL-SV3-1121-20230620T1500-8657014",1,1,2023-07-03 07:11:27.869888,2023-07-03 07:11:27.869888,46.40269,-59.42133,"SABMPA-1261754-2022-12-05"
"116","GDL-SV3-1121-20230620T1500-8657016",1,1,2023-07-03 07:13:38.87947,2023-07-03 07:13:38.87947,46.40274,-59.41812,"SABMPA-1261754-2022-12-05"
"117","GDL-SV3-1121-20230620T1500-8657017",1,1,2023-07-03 07:13:38.87976,2023-07-03 07:13:38.87976,46.40274,-59.41812,"SABMPA-1261754-2022-12-05"
"118","GDL-SV3-1121-20230620T1500-8657018",1,1,2023-07-03 07:13:38.881072,2023-07-03 07:13:38.881072,46.40274,-59.41812,"SABMPA-1261754-2022-12-05"
"119","GDL-SV3-1121-20230620T1500-8657019",1,1,2023-07-03 07:14:57.491775,2023-07-03 07:14:57.491775,46.40318,-59.4181,"SABMPA-1261754-2022-12-05"
"120","GDL-SV3-1121-20230620T1500-8657020",1,1,2023-07-03 07:14:57.491928,2023-07-03 07:14:57.491928,46.40318,-59.4181,"SABMPA-1261754-2022-12-05"
"121","GDL-SV3-1121-20230620T1500-8657021",1,1,2023-07-03 07:14:57.492507,2023-07-03 07:14:57.492507,46.40318,-59.4181,"SABMPA-1261754-2022-12-05"
"122","GDL-SV3-1121-20230620T1500-8657022",1,1,2023-07-03 07:14:57.494384,2023-07-03 07:14:57.494384,46.40318,-59.4181,"SABMPA-1261754-2022-12-05"
"123","GDL-SV3-1121-20230620T1500-8657024",1,1,2023-07-03 07:16:31.08815,2023-07-03 07:16:31.08815,46.404,-59.41985,"SABMPA-1261754-2022-12-05"
"124","GDL-SV3-1121-20230620T1500-8657025",1,1,2023-07-03 07:16:31.088302,2023-07-03 07:16:31.088302,46.404,-59.41985,"SABMPA-1261754-2022-12-05"
"125","GDL-SV3-1121-20230620T1500-8657026",1,1,2023-07-03 07:16:31.089019,2023-07-03 07:16:31.089019,46.404,-59.41985,"SABMPA-1261754-2022-12-05"
"126","GDL-SV3-1121-20230620T1500-8657027",1,1,2023-07-03 07:17:05.660507,2023-07-03 07:17:05.660507,46.40415,-59.41968,"SABMPA-1261754-2022-12-05"
"127","GDL-SV3-1121-20230620T1500-8657028",1,1,2023-07-03 07:17:05.660644,2023-07-03 07:17:05.660644,46.40415,-59.41968,"SABMPA-1261754-2022-12-05"
"128","GDL-SV3-1121-20230620T1500-8657029",1,1,2023-07-03 07:18:09.769348,2023-07-03 07:18:09.769348,46.40443,-59.41937,"SABMPA-1261754-2022-12-05"
"129","GDL-SV3-1121-20230620T1500-8657030",1,1,2023-07-03 07:19:14.823425,2023-07-03 07:19:14.823425,46.40458,-59.41817,"SABMPA-1261754-2022-12-05"
"130","GDL-SV3-1121-20230620T1500-8657031",1,1,2023-07-03 07:20:21.28334,2023-07-03 07:20:21.28334,46.405,-59.41873,"SABMPA-1261754-2022-12-05"
"131","GDL-SV3-1121-20230620T1500-8657032",1,1,2023-07-03 07:20:21.28392,2023-07-03 07:20:21.28392,46.405,-59.41873,"SABMPA-1261754-2022-12-05"
"132","GDL-SV3-1121-20230620T1500-8657033",1,1,2023-07-03 07:20:21.28421,2023-07-03 07:20:21.28421,46.405,-59.41873,"SABMPA-1261754-2022-12-05"
"133","GDL-SV3-1121-20230620T1500-8657034",1,1,2023-07-03 07:20:57.33702,2023-07-03 07:20:57.33702,46.40516,-59.41855,"SABMPA-1261754-2022-12-05"
"134","GDL-SV3-1121-20230620T1500-8657035",1,1,2023-07-03 07:21:30.554336,2023-07-03 07:21:30.554336,46.40528,-59.41826,"SABMPA-1261754-2022-12-05"
"135","GDL-SV3-1121-20230620T1500-8657036",1,1,2023-07-03 07:22:07.482742,2023-07-03 07:22:07.482742,46.40548,-59.41828,"SABMPA-1261754-2022-12-05"
"136","GDL-SV3-1121-20230620T1500-8657037",1,1,2023-07-03 07:24:54.424942,2023-07-03 07:24:54.424942,46.40632,-59.41832,"SABMPA-1261754-2022-12-05"
"137","GDL-SV3-1121-20230620T1500-8657038",1,1,2023-07-03 07:26:51.360046,2023-07-03 07:26:51.360046,46.40692,-59.41835,"SABMPA-1261754-2022-12-05"
"138","GDL-SV3-1121-20230620T1500-8657039",1,1,2023-07-03 07:26:53.615371,2023-07-03 07:26:53.615371,46.40693,-59.41835,"SABMPA-1261754-2022-12-05"
"139","GDL-SV3-1121-20230620T1500-8657040",1,1,2023-07-03 07:26:53.615524,2023-07-03 07:26:53.615524,46.40693,-59.41835,"SABMPA-1261754-2022-12-05"
"140","GDL-SV3-1121-20230620T1500-8657041",1,1,2023-07-03 07:26:53.615661,2023-07-03 07:26:53.615661,46.40693,-59.41835,"SABMPA-1261754-2022-12-05"
"141","GDL-SV3-1121-20230620T1500-8657042",1,1,2023-07-03 07:26:53.615951,2023-07-03 07:26:53.615951,46.40693,-59.41835,"SABMPA-1261754-2022-12-05"
"142","GDL-SV3-1121-20230620T1500-8657043",1,1,2023-07-03 07:29:30.840362,2023-07-03 07:29:30.840362,46.40781,-59.41826,"SABMPA-1261754-2022-12-05"
"143","GDL-SV3-1121-20230620T1500-8657044",1,1,2023-07-03 07:29:30.840515,2023-07-03 07:29:30.840515,46.40781,-59.41826,"SABMPA-1261754-2022-12-05"
"144","GDL-SV3-1121-20230620T1500-8657045",1,1,2023-07-03 07:29:30.840652,2023-07-03 07:29:30.840652,46.40781,-59.41826,"SABMPA-1261754-2022-12-05"
"145","GDL-SV3-1121-20230620T1500-8657046",1,1,2023-07-03 07:31:41.844741,2023-07-03 07:31:41.844741,46.40854,-59.41817,"SABMPA-1261754-2022-12-05"
"146","GDL-SV3-1121-20230620T1500-8657047",1,1,2023-07-03 07:31:41.844894,2023-07-03 07:31:41.844894,46.40854,-59.41817,"SABMPA-1261754-2022-12-05"
"147","GDL-SV3-1121-20230620T1500-8657048",1,1,2023-07-03 07:31:41.845031,2023-07-03 07:31:41.845031,46.40854,-59.41817,"SABMPA-1261754-2022-12-05"
"148","GDL-SV3-1121-20230620T1500-8657049",1,1,2023-07-03 07:33:00.453979,2023-07-03 07:33:00.453979,46.40894,-59.41816,"SABMPA-1261754-2022-12-05"
"149","GDL-SV3-1121-20230620T1500-8657050",1,1,2023-07-03 07:37:43.045684,2023-07-03 07:37:43.045684,46.41038,-59.41818,"SABMPA-1261754-2022-12-05"
"150","GDL-SV3-1121-20230620T1500-8657051",1,1,2023-07-03 07:37:43.045837,2023-07-03 07:37:43.045837,46.41038,-59.41818,"SABMPA-1261754-2022-12-05"
"151","GDL-SV3-1121-20230620T1500-8657052",1,1,2023-07-03 07:37:43.046554,2023-07-03 07:37:43.046554,46.41038,-59.41818,"SABMPA-1261754-2022-12-05"
"152","GDL-SV3-1121-20230620T1500-8657053",1,1,2023-07-03 07:39:46.613204,2023-07-03 07:39:46.613204,46.41105,-59.41825,"SABMPA-1261754-2022-12-05"
"153","GDL-SV3-1121-20230620T1500-8657054",1,1,2023-07-03 07:41:41.770538,2023-07-03 07:41:41.770538,46.41167,-59.41831,"SABMPA-1261754-2022-12-05"
"154","GDL-SV3-1121-20230620T1500-8657055",1,1,2023-07-03 07:41:41.771255,2023-07-03 07:41:41.771255,46.41167,-59.41831,"SABMPA-1261754-2022-12-05"
"155","GDL-SV3-1121-20230620T1500-8657056",1,1,2023-07-03 07:41:41.771408,2023-07-03 07:41:41.771408,46.41167,-59.41831,"SABMPA-1261754-2022-12-05"
"156","GDL-SV3-1121-20230620T1500-8657057",1,1,2023-07-03 07:42:48.227752,2023-07-03 07:42:48.227752,46.41203,-59.41832,"SABMPA-1261754-2022-12-05"
"157","GDL-SV3-1121-20230620T1500-8657058",1,1,2023-07-03 07:42:48.228179,2023-07-03 07:42:48.228179,46.41203,-59.41832,"SABMPA-1261754-2022-12-05"
"158","GDL-SV3-1121-20240620T1000-8714753",1,1,2024-07-07 03:03:01,2024-07-07 03:03:01,46.83915,-59.84929,"SABMPA-MPA-SAB-23-MOR-08-2023-10-06"
"159","GDL-SV3-1121-20240620T1000-8714754",1,1,2024-07-07 03:08:58,2024-07-07 03:08:58,46.84084,-59.85233,"SABMPA-MPA-SAB-23-MOR-08-2023-10-06"
"160","GDL-SV3-1121-20240620T1000-8714755",1,1,2024-07-07 03:10:20,2024-07-07 03:10:20,46.84122,-59.85302,"SABMPA-MPA-SAB-23-MOR-08-2023-10-06"
"161","GDL-SV3-1121-20240620T1000-8714756",1,1,2024-07-07 03:14:20,2024-07-07 03:14:20,46.84236,-59.85512,"SABMPA-MPA-SAB-23-MOR-08-2023-10-06"
"162","GDL-SV3-1121-20240620T1000-8714757",1,1,2024-07-07 03:15:55,2024-07-07 03:15:55,46.84281,-59.85594,"SABMPA-MPA-SAB-23-MOR-08-2023-10-06"
"163","GDL-SV3-1121-20240620T1000-8714758",1,1,2024-07-07 03:18:02,2024-07-07 03:18:02,46.84341,-59.85701,"SABMPA-MPA-SAB-23-MOR-08-2023-10-06"
"164","GDL-WG-1-3886748",1,1,2022-05-16 12:40:04,2022-05-16 12:40:04,45.0717,-57.78293,"SABMPA-MPA-SAB-0054"
"165","GDL-WG-1-3886909",1,1,2022-05-16 12:36:54,2022-05-16 12:36:54,45.07148,-57.78478,"SABMPA-MPA-SAB-0054"
"166","GDL-WG-1-3887380",1,1,2022-05-16 13:00:55,2022-05-16 13:00:55,45.07299,-57.77178,"SABMPA-MPA-SAB-0054"
"167","GDL-WG-1-3887546",1,1,2022-05-16 12:44:19,2022-05-16 12:44:19,45.07194,-57.78079,"SABMPA-MPA-SAB-0054"
"168","GDL-WG-1-3887603",1,1,2022-05-16 12:55:00,2022-05-16 12:55:00,45.07267,-57.77495,"SABMPA-MPA-SAB-0054"
"169","GDL-WG-1-3887655",1,1,2022-05-16 12:46:52,2022-05-16 12:46:52,45.07209,-57.77949,"SABMPA-MPA-SAB-0054"
"170","GDL-WG-1-3887696",1,1,2022-05-16 12:42:30,2022-05-16 12:42:30,45.07185,-57.78158,"SABMPA-MPA-SAB-0054"
"171","GDL-WG-1-3887925",1,1,2022-05-16 12:51:59,2022-05-16 12:51:59,45.07242,-57.77671,"SABMPA-MPA-SAB-0054"
"172","GDL-WG-1-3888084",1,1,2022-05-16 12:58:00,2022-05-16 12:58:00,45.07289,-57.77326,"SABMPA-MPA-SAB-0054"
"173","GDL-WG-106_20191120-314385",1,1,2019-10-03 13:12:13,2019-10-03 13:12:13,46.49311,-60.11964,"SABMPA-MPA-SAB-0057"
"174","GDL-WG-106_20191120-314394",1,1,2019-11-03 03:23:48,2019-11-03 03:23:48,46.01547,-59.26285,"SABMPA-MPA-SAB-0037"
"175","GDL-WG-106_20191120-314397",1,1,2019-10-02 17:40:53,2019-10-02 17:40:53,46.50927,-60.08548,"SABMPA-MPA-SAB-0060"
"176","GDL-WG-106_20191120-314404",1,1,2019-11-03 03:30:11,2019-11-03 03:30:11,46.01553,-59.26635,"SABMPA-MPA-SAB-0037"
"177","GDL-WG-106_20191120-314429",1,1,2019-10-02 17:43:28,2019-10-02 17:43:28,46.50906,-60.0848,"SABMPA-MPA-SAB-0060"
"178","GDL-WG-106_20191120-314433",1,1,2019-10-03 13:07:49,2019-10-03 13:07:49,46.49348,-60.12086,"SABMPA-MPA-SAB-0057"
"179","GDL-WG-106_20191120-314434",1,1,2019-10-02 18:00:34,2019-10-02 18:00:34,46.50758,-60.07987,"SABMPA-MPA-SAB-0060"
"180","GDL-WG-106_20191120-314484",1,1,2019-11-03 03:25:19,2019-11-03 03:25:19,46.01548,-59.26366,"SABMPA-MPA-SAB-0037"
"181","GDL-WG-106_20191120-314526",1,1,2019-10-02 17:53:00,2019-10-02 17:53:00,46.50826,-60.0822,"SABMPA-MPA-SAB-0060"
"182","GDL-WG-106_20191120-314549",1,1,2019-11-03 03:21:31,2019-11-03 03:21:31,46.01544,-59.26164,"SABMPA-MPA-SAB-0037"
"183","GDL-WG-106_20191120-314573",1,1,2019-10-02 17:51:49,2019-10-02 17:51:49,46.50837,-60.08256,"SABMPA-MPA-SAB-0060"
"184","GDL-WG-106_20191120-314598",1,1,2019-11-03 03:18:51,2019-11-03 03:18:51,46.01544,-59.26023,"SABMPA-MPA-SAB-0037"
"185","GDL-WG-106_20191120-314676",1,1,2019-10-03 13:08:53,2019-10-03 13:08:53,46.49339,-60.12056,"SABMPA-MPA-SAB-0057"
"186","GDL-WG-106_20191120-314688",1,1,2019-10-03 13:05:46,2019-10-03 13:05:46,46.49368,-60.12149,"SABMPA-MPA-SAB-0057"
"187","GDL-WG-106_20191120-314701",1,1,2019-10-02 17:45:36,2019-10-02 17:45:36,46.50888,-60.08424,"SABMPA-MPA-SAB-0060"
"188","GDL-WG-106_20191120-314772",1,1,2019-10-03 13:11:04,2019-10-03 13:11:04,46.4932,-60.11995,"SABMPA-MPA-SAB-0057"
"189","GDL-WG-106_20191120-314802",1,1,2019-10-03 13:09:58,2019-10-03 13:09:58,46.49329,-60.12026,"SABMPA-MPA-SAB-0057"
"190","GDL-WG-106_20191120-314836",1,1,2019-10-02 17:55:47,2019-10-02 17:55:47,46.50801,-60.08134,"SABMPA-MPA-SAB-0060"
"191","GDL-WG-106_20191120-314839",1,1,2019-10-02 17:46:47,2019-10-02 17:46:47,46.50879,-60.08392,"SABMPA-MPA-SAB-0060"
"192","GDL-WG-106_20191120-314853",1,1,2019-10-28 16:37:46,2019-10-28 16:37:46,46.01594,-59.26167,"SABMPA-MPA-SAB-0037"
"193","GDL-WG-106_20191120-314960",1,1,2019-10-02 17:48:07,2019-10-02 17:48:07,46.50868,-60.08357,"SABMPA-MPA-SAB-0060"
"194","GDL-WG-106_20191120-314978",1,1,2019-10-02 17:49:42,2019-10-02 17:49:42,46.50855,-60.08315,"SABMPA-MPA-SAB-0060"
"195","GDL-WG-106_20191120-315018",1,1,2019-10-28 16:42:24,2019-10-28 16:42:24,46.01496,-59.26012,"SABMPA-MPA-SAB-0037"
"196","GDL-WG-106_20191120-315025",1,1,2019-10-02 17:57:44,2019-10-02 17:57:44,46.50783,-60.08074,"SABMPA-MPA-SAB-0060"
"197","GDL-WG-106_20191120-315112",1,1,2019-10-28 16:33:00,2019-10-28 16:33:00,46.01692,-59.26317,"SABMPA-MPA-SAB-0037"
"198","GDL-WG-106_20191120-315132",1,1,2019-10-02 17:54:17,2019-10-02 17:54:17,46.50814,-60.0818,"SABMPA-MPA-SAB-0060"
"199","GDL-WG-106_20191120-315180",1,1,2019-10-28 16:30:10,2019-10-28 16:30:10,46.01748,-59.26408,"SABMPA-MPA-SAB-0037"
"200","GDL-WG-141_202109-2977139",1,1,2021-10-22 00:51:00,2021-10-22 00:51:00,46.25972,-59.58001,"SABMPA-MPA-SAB-0047"
"201","GDL-WG-141_202109-2977315",1,1,2021-10-22 00:52:00,2021-10-22 00:52:00,46.25973,-59.58065,"SABMPA-MPA-SAB-0047"
"202","GDL-WG-91_92_2018-40678",1,1,2018-10-30 10:41:53,2018-10-30 10:41:53,46.01906,-59.24806,"SABMPA-MPA-SAB-0037"
"203","GDL-WG-91_92_2018-40680",1,1,2018-10-30 10:51:52,2018-10-30 10:51:52,46.01717,-59.25319,"SABMPA-MPA-SAB-0037"
"204","GDL-WG-91_92_2018-40697",1,1,2018-10-30 10:48:20,2018-10-30 10:48:20,46.01786,-59.2514,"SABMPA-MPA-SAB-0037"
"205","GDL-WG-91_92_2018-40701",1,1,2018-10-30 10:49:27,2018-10-30 10:49:27,46.01764,-59.25197,"SABMPA-MPA-SAB-0037"
"206","GDL-WG-91_92_2018-40702",1,1,2018-10-30 10:57:57,2018-10-30 10:57:57,46.01599,-59.25627,"SABMPA-MPA-SAB-0037"
"207","GDL-WG-91_92_2018-40709",1,1,2018-10-30 10:43:41,2018-10-30 10:43:41,46.01873,-59.24899,"SABMPA-MPA-SAB-0037"
"208","GDL-WG-91_92_2018-40711",1,1,2018-10-30 10:53:20,2018-10-30 10:53:20,46.01689,-59.25393,"SABMPA-MPA-SAB-0037"
"209","GDL-WG-91_92_2018-40722",1,1,2018-10-30 10:46:15,2018-10-30 10:46:15,46.01825,-59.25033,"SABMPA-MPA-SAB-0037"
"210","GDL-WG-91_92_2018-40731",1,1,2018-10-30 10:50:36,2018-10-30 10:50:36,46.01742,-59.25255,"SABMPA-MPA-SAB-0037"
"211","GDL-WG-91_92_2018-40746",1,1,2018-10-30 10:55:14,2018-10-30 10:55:14,46.01652,-59.25489,"SABMPA-MPA-SAB-0037"
"212","GDL-m150-4040564",1,1,2022-06-29 15:32:52,2022-06-29 15:32:52,47.37596,-60.24539,"SABMPA-MPA-SAB-0020"
"213","GDL-m150-4040573",1,1,2022-06-29 15:40:45,2022-06-29 15:40:45,47.37507,-60.24684,"SABMPA-MPA-SAB-0020"
"214","GDL-m150-4040576",1,1,2022-06-29 15:42:54,2022-06-29 15:42:54,47.37482,-60.24723,"SABMPA-MPA-SAB-0020"
"215","GDL-m150-4040580",1,1,2022-06-29 15:45:30,2022-06-29 15:45:30,47.37453,-60.24771,"SABMPA-MPA-SAB-0020"
"216","GDL-m150-4040582",1,1,2022-06-29 15:47:12,2022-06-29 15:47:12,47.37434,-60.24802,"SABMPA-MPA-SAB-0020"
"217","GDL-m150-4040586",1,1,2022-06-29 15:49:30,2022-06-29 15:49:30,47.37408,-60.24845,"SABMPA-MPA-SAB-0020"
"218","GDL-m150-4040587",1,1,2022-06-29 15:51:03,2022-06-29 15:51:03,47.3739,-60.24873,"SABMPA-MPA-SAB-0020"
"219","GDL-m150-4040590",1,1,2022-06-29 15:53:04,2022-06-29 15:53:04,47.37367,-60.2491,"SABMPA-MPA-SAB-0020"
"220","GDL-m150-4040594",1,1,2022-06-29 15:56:01,2022-06-29 15:56:01,47.37334,-60.24964,"SABMPA-MPA-SAB-0020"
"221","GDL-m150-4040598",1,1,2022-06-29 15:58:52,2022-06-29 15:58:52,47.37302,-60.25017,"SABMPA-MPA-SAB-0020"
"222","GDL-m150-4040604",1,1,2022-06-29 16:01:29,2022-06-29 16:01:29,47.37272,-60.25065,"SABMPA-MPA-SAB-0020"
"223","N101",2,203,2018-06-13 17:21:16,2018-07-07 11:09:59,46.1610000000001,-59.2714699999998,"SABMPA-MPA-SAB-0023 SABMPA-MPA-SAB-0037"
"224","N102",2,49,2018-06-13 22:08:12,2018-07-07 11:21:51,46.1654800000001,-59.25893,"SABMPA-MPA-SAB-0037 SABMPA-MPA-SAB-0054"
