ANIMAL_ID,TAG_MODEL,TAG_SERIAL_NUMBER,TAG_ID_CODE,TAG_CODE_SPACE,TAG_ACTIVATION_DATE,EST_TAG_LIFE,COMMON_NAME_E,SCIENTIFIC_NAME,CAPTURE_LOCATION,LENGTH_m,RELEASE_LOCATION,RELEASE_LATITUDE,RELEASE_LONGITUDE,UTC_RELEASE_DATE_TIME,LOCATION,SPECIES,YEAR,FISH_NUM
MPA-SAB-23-HIP-14,V16-4H,1553611,53838,A69-9001,2023-11-26,2333,ATLANTIC HALIBUT,Hippoglossus hippoglossus,St. Anns Bank MPA,1.7,St. Anns Bank MPA,45.93515,-59.57248,2023-11-26T19:32:00,SAB,HIP,23,51
MPA-SAB-23-MOR-54,V16-4H,1553157,53939,A69-9001,2023-11-26,2333,ATLANTIC COD,Gadus morhua,St. Anns Bank MPA,0.71,St. Anns Bank MPA,45.93152,-59.56945,2023-11-26T19:48:00,SAB,MOR,23,218
MPA-SAB-23-HIP-15,V16-4H,1553614,53841,A69-9001,2023-11-26,2333,ATLANTIC HALIBUT,Hippoglossus hippoglossus,St. Anns Bank MPA,1.23,St. Anns Bank MPA,45.93120,-59.56960,2023-11-26T19:47:00,SAB,HIP,23,52
MPA-SAB-23-MOR-55,V16-4H,1553158,53940,A69-9001,2023-11-26,2333,ATLANTIC COD,Gadus morhua,St. Anns Bank MPA,0.78,St. Anns Bank MPA,45.93355,-59.57135,2023-11-26T20:00:00,SAB,MOR,23,219
MPA-SAB-23-MOR-56,V13-1H,1553135,14839,A69-1604,2023-11-26,633,ATLANTIC COD,Gadus morhua,St. Anns Bank MPA,0.48,St. Anns Bank MPA,45.93525,-59.57313,2023-11-26T20:08:00,SAB,MOR,23,220
MPA-SAB-23-MOR-57,V13-1H,1553133,14837,A69-1604,2023-11-26,633,ATLANTIC COD,Gadus morhua,St. Anns Bank MPA,0.5,St. Anns Bank MPA,45.93465,-59.57398,2023-11-26T20:16:00,SAB,MOR,23,221
MPA-SAB-23-MOR-58,V16-4H,1553153,53935,A69-9001,2023-11-26,2333,ATLANTIC COD,Gadus morhua,St. Anns Bank MPA,0.65,St. Anns Bank MPA,45.90567,-59.57768,2023-11-26T20:56:00,SAB,MOR,23,222
MPA-SAB-23-MOR-59,V13-1H,1553132,14836,A69-1604,2023-11-26,633,ATLANTIC COD,Gadus morhua,St. Anns Bank MPA,0.55,St. Anns Bank MPA,45.90493,-59.58152,2023-11-26T21:05:00,SAB,MOR,23,223
MPA-SAB-23-MOR-60,V16-4H,1553155,53937,A69-9001,2023-11-26,2333,ATLANTIC COD,Gadus morhua,St. Anns Bank MPA,0.73,St. Anns Bank MPA,45.90493,-59.58152,2023-11-26T21:05:00,SAB,MOR,23,224
MPA-SAB-23-MOR-61,V16-4H,1553154,53936,A69-9001,2023-11-26,2333,ATLANTIC COD,Gadus morhua,St. Anns Bank MPA,0.65,St. Anns Bank MPA,45.90177,-59.59538,2023-11-26T21:40:00,SAB,MOR,23,225
MPA-SAB-23-MOR-62,V13-1H,1553131,15835,A69-1604,2023-11-26,633,ATLANTIC COD,Gadus morhua,St. Anns Bank MPA,0.5,St. Anns Bank MPA,45.90353,-59.58487,2023-11-26T21:13:00,SAB,MOR,23,226
MPA-SAB-23-MOR-63,V13-1H,1553130,14834,A69-1604,2023-11-26,633,ATLANTIC COD,Gadus morhua,St. Anns Bank MPA,0.53,St. Anns Bank MPA,45.90243,-59.59100,2023-11-26T21:30:00,SAB,MOR,23,227
MPA-SAB-23-MOR-64,V13-1H,1553129,14833,A69-1604,2023-11-26,633,ATLANTIC COD,Gadus morhua,St. Anns Bank MPA,0.58,St. Anns Bank MPA,45.90305,-59.59547,2023-11-26T21:40:00,SAB,MOR,23,228
MPA-SAB-23-MOR-65,V13-1H,1553128,14832,A69-1604,2023-11-26,633,ATLANTIC COD,Gadus morhua,St. Anns Bank MPA,0.52,St. Anns Bank MPA,45.90278,-59.59947,2023-11-26T21:50:00,SAB,MOR,23,229
MPA-SAB-23-HIP-16,V16-4H,1553615,53842,A69-9001,2023-11-26,2333,ATLANTIC HALIBUT,Hippoglossus hippoglossus,St. Anns Bank MPA,0.98,St. Anns Bank MPA,45.90178,-59.59547,2023-11-26T21:40:00,SAB,HIP,23,53
MPA-SAB-23-MOR-66,V13-1H,1553127,14831,A69-1604,2023-11-26,633,ATLANTIC COD,Gadus morhua,St. Anns Bank MPA,0.51,St. Anns Bank MPA,45.90000,-59.60417,2023-11-26T22:00:00,SAB,MOR,23,230
MPA-SAB-23-MOR-67,V13-1H,1553126,14830,A69-1604,2023-11-26,633,ATLANTIC COD,Gadus morhua,St. Anns Bank MPA,0.5,St. Anns Bank MPA,45.90000,-59.60417,2023-11-26T22:00:00,SAB,MOR,23,231
MPA-SAB-23-MOR-68,V13-1H,1553125,14829,A69-1604,2023-11-26,633,ATLANTIC COD,Gadus morhua,St. Anns Bank MPA,0.51,St. Anns Bank MPA,60.48000,-59.61312,2023-11-26T22:13:00,SAB,MOR,23,232
