FID,datelastmodified,institutioncode,collectioncode,datacenter_reference,catalognumber,scientificname,longitude,latitude,basisofrecord,datecollected,yearcollected,monthcollected,daycollected,timeofday,timezone,coordinateprecision,observedindividualcount,collector,julianday,locality,animal_origin,stock,sex,life_stage,age,age_units,weight,weight_units,length,length_type,length_units,vernacularname,aphiaid,tsn,authorityaccepted,kingdom,phylum,classname,ordername,family,genus,subgenus,species,subspecies,the_geom
animals.fid--28644f0b_19c77057946_-4182,2023-02-08T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-1261769-2022-12-05,Gadus morhua,-59.1242,45.5871,O,2022-12-05T22:04:00,2022,12,5,22.06666667,UTC,,1,BEN_ZISSERSON,339,ST.ANNS BANK MPA,W,Scotian Shelf and Southern Grand Banks,U,,,,,,0.49,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.5871 -59.1242)
animals.fid--28644f0b_19c77057946_-4181,2025-05-12T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-24-MOR-07-2024-12-04,Gadus morhua,-59.1965,45.98872,O,2024-12-04T18:05:00,2024,12,4,18.08333333,UTC,,1,HARRI PETTITT-WADE,339,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.53,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.98872 -59.1965)
animals.fid--28644f0b_19c77057946_-4180,2025-05-12T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-24-MOR-21-2024-12-04,Gadus morhua,-59.24408,45.9711,O,2024-12-04T20:06:00,2024,12,4,20.1,UTC,,1,HARRI PETTITT-WADE,339,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.51,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.9711 -59.24408)
animals.fid--28644f0b_19c77057946_-417f,2025-05-12T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-24-MOR-22-2024-12-04,Gadus morhua,-59.25937,45.9652,O,2024-12-04T20:28:00,2024,12,4,20.46666667,UTC,,1,HARRI PETTITT-WADE,339,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.53,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.9652 -59.25937)
animals.fid--28644f0b_19c77057946_-417e,2025-05-12T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-24-MOR-23-2024-12-04,Gadus morhua,-59.25937,45.9652,O,2024-12-04T20:28:00,2024,12,4,20.46666667,UTC,,1,HARRI PETTITT-WADE,339,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.54,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.9652 -59.25937)
animals.fid--28644f0b_19c77057946_-417d,2025-05-12T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-24-MOR-25-2024-12-04,Gadus morhua,-59.25937,45.9652,O,2024-12-04T20:28:00,2024,12,4,20.46666667,UTC,,1,HARRI PETTITT-WADE,339,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.56,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.9652 -59.25937)
animals.fid--28644f0b_19c77057946_-417c,2025-05-12T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-24-MOR-26-2024-12-04,Gadus morhua,-59.3076,45.93675,O,2024-12-04T20:48:00,2024,12,4,20.8,UTC,,1,HARRI PETTITT-WADE,339,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.48,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.93675 -59.3076)
animals.fid--28644f0b_19c77057946_-417b,2025-05-12T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-24-MOR-27-2024-12-04,Gadus morhua,-59.3076,45.93675,O,2024-12-04T20:48:00,2024,12,4,20.8,UTC,,1,HARRI PETTITT-WADE,339,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.54,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.93675 -59.3076)
animals.fid--28644f0b_19c77057946_-417a,2025-05-12T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-24-MOR-28-2024-12-04,Gadus morhua,-59.3076,45.93675,O,2024-12-04T20:48:00,2024,12,4,20.8,UTC,,1,HARRI PETTITT-WADE,339,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.51,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.93675 -59.3076)
animals.fid--28644f0b_19c77057946_-4179,2025-05-12T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-24-MOR-29-2024-12-04,Gadus morhua,-59.30661,45.93717,O,2024-12-04T20:50:00,2024,12,4,20.83333333,UTC,,1,HARRI PETTITT-WADE,339,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.53,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.93717 -59.30661)
animals.fid--28644f0b_19c77057946_-4178,2025-05-12T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-24-MOR-30-2024-12-04,Gadus morhua,-59.30485,45.93818,O,2024-12-04T20:55:00,2024,12,4,20.91666667,UTC,,1,HARRI PETTITT-WADE,339,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.48,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.93818 -59.30485)
animals.fid--28644f0b_19c77057946_-4177,2025-05-12T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-24-MOR-31-2024-12-04,Gadus morhua,-59.30485,45.93818,O,2024-12-04T20:55:00,2024,12,4,20.91666667,UTC,,1,HARRI PETTITT-WADE,339,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.51,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.93818 -59.30485)
animals.fid--28644f0b_19c77057946_-4176,2025-05-12T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-24-MOR-32-2024-12-04,Gadus morhua,-59.29787,45.94033,O,2024-12-04T21:48:00,2024,12,4,21.8,UTC,,1,HARRI PETTITT-WADE,339,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.45,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.94033 -59.29787)
animals.fid--28644f0b_19c77057946_-4175,2025-05-12T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-24-MOR-33-2024-12-05,Gadus morhua,-59.3532,45.9272,O,2024-12-05T00:43:00,2024,12,5,0.71666667,UTC,,1,HARRI PETTITT-WADE,340,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.41,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.9272 -59.3532)
animals.fid--28644f0b_19c77057946_-4174,2025-05-12T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-24-MOR-35-2024-12-05,Gadus morhua,-59.34907,45.92803,O,2024-12-05T01:00:00,2024,12,5,1,UTC,,1,HARRI PETTITT-WADE,340,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.48,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.92803 -59.34907)
animals.fid--28644f0b_19c77057946_-4173,2025-05-12T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-24-MOR-36-2024-12-05,Gadus morhua,-59.35,45.92623,O,2024-12-05T01:01:00,2024,12,5,1.01666667,UTC,,1,HARRI PETTITT-WADE,340,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.38,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.92623 -59.35)
animals.fid--28644f0b_19c77057946_-4172,2025-05-12T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-25-MOR-01-2025-04-24,Gadus morhua,-58.91817,46.19,O,2025-04-24T17:06:00,2025,4,24,17.1,UTC,,1,HARRI PETTITT-WADE,114,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.56,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (46.19 -58.91817)
animals.fid--28644f0b_19c77057946_-4171,2025-05-12T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-25-MOR-02-2025-04-24,Gadus morhua,-58.87833,46.161,O,2025-04-24T16:29:00,2025,4,24,16.48333333,UTC,,1,HARRI PETTITT-WADE,114,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.71,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (46.161 -58.87833)
animals.fid--28644f0b_19c77057946_-4170,2025-05-12T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-25-MOR-03-2025-04-24,Gadus morhua,-58.874,46.1585,O,2025-04-24T18:15:00,2025,4,24,18.25,UTC,,1,HARRI PETTITT-WADE,114,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.55,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (46.1585 -58.874)
animals.fid--28644f0b_19c77057946_-416f,2025-05-12T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-25-MOR-04-2025-04-24,Gadus morhua,-58.872,46.15267,O,2025-04-24T19:09:00,2025,4,24,19.15,UTC,,1,HARRI PETTITT-WADE,114,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.64,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (46.15267 -58.872)
animals.fid--28644f0b_19c77057946_-416e,2025-05-12T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-25-MOR-05-2025-04-24,Gadus morhua,-58.87333,46.12,O,2025-04-24T20:38:00,2025,4,24,20.63333333,UTC,,1,HARRI PETTITT-WADE,114,ST. ANNS BANK MPA,W,SCOTIAN SHELF,F,ADULT,,,,,0.68,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (46.12 -58.87333)
animals.fid--28644f0b_19c77057946_-416d,2025-05-12T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-25-MOR-06-2025-04-25,Gadus morhua,-58.8905,46.16483,O,2025-04-25T13:53:00,2025,4,25,13.88333333,UTC,,1,HARRI PETTITT-WADE,115,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.61,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (46.16483 -58.8905)
animals.fid--28644f0b_19c77057946_-416c,2025-05-12T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-25-MOR-07-2025-04-25,Gadus morhua,-58.8905,46.16483,O,2025-04-25T13:53:00,2025,4,25,13.88333333,UTC,,1,HARRI PETTITT-WADE,115,ST. ANNS BANK MPA,W,SCOTIAN SHELF,F,ADULT,,,,,0.65,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (46.16483 -58.8905)
animals.fid--28644f0b_19c77057946_-416b,2024-06-11T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-23-MOR-18-2023-10-06,Gadus morhua,-59.5869,45.9305,O,2023-10-06T20:00:00,2023,10,6,20,UTC,,1,HARRI PETTITT-WADE,279,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.56,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.9305 -59.5869)
animals.fid--28644f0b_19c77057946_-416a,2023-02-08T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-1261759-2022-12-05,Gadus morhua,-59.143,45.5843,O,2022-12-05T20:30:00,2022,12,5,20.5,UTC,,1,BEN_ZISSERSON,339,ST.ANNS BANK MPA,W,Scotian Shelf and Southern Grand Banks,U,,,,,,0.45,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.5843 -59.143)
animals.fid--28644f0b_19c77057946_-4169,2023-02-08T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-1261767-2022-12-05,Gadus morhua,-59.1399,45.5856,O,2022-12-05T20:51:00,2022,12,5,20.85,UTC,,1,BEN_ZISSERSON,339,ST.ANNS BANK MPA,W,Scotian Shelf and Southern Grand Banks,U,,,,,,0.51,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.5856 -59.1399)
animals.fid--28644f0b_19c77057946_-4168,2023-02-08T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-1261766-2022-12-05,Gadus morhua,-59.1394,45.5857,O,2022-12-05T20:57:00,2022,12,5,20.95,UTC,,1,BEN_ZISSERSON,339,ST.ANNS BANK MPA,W,Scotian Shelf and Southern Grand Banks,U,,,,,,0.65,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.5857 -59.1394)
animals.fid--28644f0b_19c77057946_-4167,2023-02-08T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-1261765-2022-12-05,Gadus morhua,-59.1378,45.5865,O,2022-12-05T21:11:00,2022,12,5,21.18333333,UTC,,1,BEN_ZISSERSON,339,ST.ANNS BANK MPA,W,Scotian Shelf and Southern Grand Banks,U,,,,,,0.51,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.5865 -59.1378)
animals.fid--28644f0b_19c77057946_-4166,2023-02-08T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-1261764-2022-12-05,Gadus morhua,-59.1378,45.5865,O,2022-12-05T21:11:00,2022,12,5,21.18333333,UTC,,1,BEN_ZISSERSON,339,ST.ANNS BANK MPA,W,Scotian Shelf and Southern Grand Banks,U,,,,,,0.54,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.5865 -59.1378)
animals.fid--28644f0b_19c77057946_-4165,2023-02-08T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-1261763-2022-12-05,Gadus morhua,-59.1378,45.5865,O,2022-12-05T21:11:00,2022,12,5,21.18333333,UTC,,1,BEN_ZISSERSON,339,ST.ANNS BANK MPA,W,Scotian Shelf and Southern Grand Banks,U,,,,,,0.64,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.5865 -59.1378)
animals.fid--28644f0b_19c77057946_-4164,2023-02-08T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-1261772-2022-12-05,Gadus morhua,-59.1254,45.5872,O,2022-12-05T21:57:00,2022,12,5,21.95,UTC,,1,BEN_ZISSERSON,339,ST.ANNS BANK MPA,W,Scotian Shelf and Southern Grand Banks,U,,,,,,0.47,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.5872 -59.1254)
animals.fid--28644f0b_19c77057946_-4163,2023-02-08T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-1261770-2022-12-05,Gadus morhua,-59.1254,45.5872,O,2022-12-05T21:57:00,2022,12,5,21.95,UTC,,1,BEN_ZISSERSON,339,ST.ANNS BANK MPA,W,Scotian Shelf and Southern Grand Banks,U,,,,,,0.54,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.5872 -59.1254)
animals.fid--28644f0b_19c77057946_-4162,2023-02-08T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-1261771-2022-12-05,Gadus morhua,-59.1242,45.5871,O,2022-12-05T22:04:00,2022,12,5,22.06666667,UTC,,1,BEN_ZISSERSON,339,ST.ANNS BANK MPA,W,Scotian Shelf and Southern Grand Banks,U,,,,,,0.62,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.5871 -59.1242)
animals.fid--28644f0b_19c77057946_-4161,2023-02-08T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-1346210-2022-12-06,Gadus morhua,-59.1223,45.5796,O,2022-12-06T00:19:00,2022,12,6,0.31666667,UTC,,1,BEN_ZISSERSON,340,ST.ANNS BANK MPA,W,Scotian Shelf and Southern Grand Banks,U,,,,,,0.51,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.5796 -59.1223)
animals.fid--28644f0b_19c77057946_-4160,2023-02-08T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-1346212-2022-12-06,Gadus morhua,-59.1248,45.5787,O,2022-12-06T00:38:00,2022,12,6,0.63333333,UTC,,1,BEN_ZISSERSON,340,ST.ANNS BANK MPA,W,Scotian Shelf and Southern Grand Banks,U,,,,,,0.48,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.5787 -59.1248)
animals.fid--28644f0b_19c77057946_-415f,2023-02-08T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-1346211-2022-12-06,Gadus morhua,-59.122,45.5791,O,2022-12-06T00:27:00,2022,12,6,0.45,UTC,,1,BEN_ZISSERSON,340,ST.ANNS BANK MPA,W,Scotian Shelf and Southern Grand Banks,U,,,,,,0.47,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.5791 -59.122)
animals.fid--28644f0b_19c77057946_-415e,2024-06-11T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-23-MOR-15-2023-10-06,Gadus morhua,-59.56073,45.96371667,O,2023-10-06T18:25:00,2023,10,6,18.41666667,UTC,,1,DEREK FENTON; RYAN STANLEY,279,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.56,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.9637166666667 -59.56073)
animals.fid--28644f0b_19c77057946_-415d,2024-06-11T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-23-MOR-17-2023-10-06,Gadus morhua,-59.58857,45.9277,O,2023-10-06T20:00:00,2023,10,6,20,UTC,,1,HARRI PETTITT-WADE,279,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.53,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.9277 -59.58857)
animals.fid--28644f0b_19c77057946_-415c,2023-02-08T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-1261754-2022-12-05,Gadus morhua,-59.1458,45.5828,O,2022-12-05T20:00:00,2022,12,5,20,UTC,,1,BEN_ZISSERSON,339,ST.ANNS BANK MPA,W,Scotian Shelf and Southern Grand Banks,U,,,,,,0.45,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.5828 -59.1458)
animals.fid--28644f0b_19c77057946_-415b,2023-02-08T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-1261755-2022-12-05,Gadus morhua,-59.1458,45.5828,O,2022-12-05T20:00:00,2022,12,5,20,UTC,,1,BEN_ZISSERSON,339,ST.ANNS BANK MPA,W,Scotian Shelf and Southern Grand Banks,U,,,,,,0.51,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.5828 -59.1458)
animals.fid--28644f0b_19c77057946_-415a,2023-02-08T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-1261756-2022-12-05,Gadus morhua,-59.1458,45.5828,O,2022-12-05T20:00:00,2022,12,5,20,UTC,,1,BEN_ZISSERSON,339,ST.ANNS BANK MPA,W,Scotian Shelf and Southern Grand Banks,U,,,,,,0.44,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.5828 -59.1458)
animals.fid--28644f0b_19c77057946_-4159,2023-02-08T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-1261757-2022-12-05,Gadus morhua,-59.1458,45.5828,O,2022-12-05T20:00:00,2022,12,5,20,UTC,,1,BEN_ZISSERSON,339,ST.ANNS BANK MPA,W,Scotian Shelf and Southern Grand Banks,U,,,,,,0.67,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.5828 -59.1458)
animals.fid--28644f0b_19c77057946_-4158,2023-02-08T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-1261748-2022-12-05,Gadus morhua,-59.1458,45.583,O,2022-12-05T19:58:00,2022,12,5,19.96666667,UTC,,1,BEN_ZISSERSON,339,ST.ANNS BANK MPA,W,Scotian Shelf and Southern Grand Banks,U,,,,,,0.45,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.583 -59.1458)
animals.fid--28644f0b_19c77057946_-4157,2023-02-08T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-1346215-2022-12-06,Gadus morhua,-59.1374,45.578,O,2022-12-06T01:51:00,2022,12,6,1.85,UTC,,1,BEN_ZISSERSON,340,ST.ANNS BANK MPA,W,Scotian Shelf and Southern Grand Banks,U,,,,,,0.56,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.578 -59.1374)
animals.fid--28644f0b_19c77057946_-4156,2023-02-08T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-1346214-2022-12-06,Gadus morhua,-59.1361,45.5779,O,2022-12-06T01:57:00,2022,12,6,1.95,UTC,,1,BEN_ZISSERSON,340,ST.ANNS BANK MPA,W,Scotian Shelf and Southern Grand Banks,U,,,,,,0.45,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.5779 -59.1361)
animals.fid--28644f0b_19c77057946_-4155,2023-02-08T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-1346213-2022-12-06,Gadus morhua,-59.1254,45.5787,O,2022-12-06T00:43:00,2022,12,6,0.71666667,UTC,,1,BEN_ZISSERSON,340,ST.ANNS BANK MPA,W,Scotian Shelf and Southern Grand Banks,U,,,,,,0.49,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.5787 -59.1254)
animals.fid--28644f0b_19c77057946_-4154,2024-06-11T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-23-MOR-19-2023-10-06,Gadus morhua,-59.5869,45.9305,O,2023-10-06T20:00:00,2023,10,6,20,UTC,,1,HARRI PETTITT-WADE,279,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.59,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.9305 -59.5869)
animals.fid--28644f0b_19c77057946_-4153,2018-08-30T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-0029,Gadus morhua,-58.98445,46.18163,O,2018-04-24T19:04:00,2018,4,24,19.06666667,UTC,,1,BEN ZISSERSON,114,ST.ANNS BANK MPA,W,4Vn,U,,,,,,0.47,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (46.18163 -58.98445)
