SET_SEQ,PRED_SEQ,PREY_SEQ,DATASOURCE,MISSION,SETNO,SDATE,STIME,STRAT,BOTTOM_TEMPERATURE,DEPTH,GEAR,SLATDD,SLONGDD,NAFO_ZONE,NAFO_SUBUNIT,SPEC,FSHNO,FWT,FLEN,STOWGT,EMPTYWGT,FULLNESS,FGEN,PREYSPECCD,PWT,PLEN,PNUM,RANK,DIGESTION,
8834,183548,212379,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,10,1671,107,23,3.1,1.3,3,,590,1.5,,3,,3,
8834,183549,212380,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,10,1672,161,27,2.5,2.2,1,,9100,0.1,,,,4,
8834,183549,212381,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,10,1672,161,27,2.5,2.2,1,,9000,0.2,,1,,4,
8834,183550,212382,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,10,1673,133,24,2.3,1.9,1,,2800,0.2,,1,,4,
8834,183550,212383,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,10,1673,133,24,2.3,1.9,1,,9100,0.2,,,,4,
8834,183551,212384,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,10,1674,141,24,5.5,1.6,3,,9100,0.4,,,,4,
8834,183551,212385,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,10,1674,141,24,5.5,1.6,3,,590,3.5,,1,,3,
8834,183552,212386,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,10,1675,140,23,5.2,1.9,4,,9100,0.8,,,,4,
8834,183552,212387,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,10,1675,140,23,5.2,1.9,4,,9000,2.2,,1,,4,
8834,183552,212388,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,10,1675,140,23,5.2,1.9,4,,2100,0.3,,1,,4,
8834,183553,212389,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,10,1676,195,28,3.9,1.9,3,,9100,0.8,,,,4,
8834,183553,212390,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,10,1676,195,28,3.9,1.9,3,,2559,1.2,,1,,3,
8834,183554,212391,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,10,1677,190,28,3.4,2.3,2,,2100,0.8,,1,,4,
8834,183554,212392,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,10,1677,190,28,3.4,2.3,2,,9100,0.2,,,,4,
8834,183554,212393,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,10,1677,190,28,3.4,2.3,2,,590,0.1,,1,,3,
8834,183555,212394,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,10,1678,283,31,3.6,3.3,1,,2800,0.1,,1,,4,
8834,183555,212395,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,10,1678,283,31,3.6,3.3,1,,9100,0.2,,,,4,
8834,183556,212396,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,10,1679,189,27,13.9,3.4,4,,9100,1.4,,,,4,
8834,183556,212397,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,10,1679,189,27,13.9,3.4,4,,590,9.1,,1,,3,
8834,183557,212398,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,10,1680,66,20,1,0.8,1,0,2800,0.1,,1,,4,
8834,183557,212399,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,10,1680,66,20,1,0.8,1,0,9100,0.1,,,,4,
8834,183558,212400,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,10,1681,337,33,10.2,4.5,3,,590,1.3,,1,,3,
8834,183558,212401,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,10,1681,337,33,10.2,4.5,3,,9100,0.3,,,,4,
8834,183558,212402,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,10,1681,337,33,10.2,4.5,3,,9000,4.1,,1,,4,
8834,183559,212403,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,10,1682,77,20,2.1,1.1,2,0,9100,0.3,,,,4,
8834,183559,212404,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,10,1682,77,20,2.1,1.1,2,0,590,0.7,,1,,3,
8834,183563,212405,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,14,1686,121,27,3.5,1.4,3,,2809,0.1,,1,,3,
8834,183563,212406,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,14,1686,121,27,3.5,1.4,3,,2200,2,,18,,3,
8834,183564,212407,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,14,1687,231,32,5,2.7,2,,2000,0.2,,1,,4,
8834,183564,212408,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,14,1687,231,32,5,2.7,2,,9100,0.4,,,,4,
8834,183564,212409,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,14,1687,231,32,5,2.7,2,,590,1.7,,1,,3,
8834,183566,212410,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,14,1689,161,30,3.2,1.4,3,,2100,0.1,,1,,4,
8834,183566,212411,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,14,1689,161,30,3.2,1.4,3,,9100,0.2,,,,4,
8834,183566,212412,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,14,1689,161,30,3.2,1.4,3,,590,1.5,10,1,,3,
8834,183567,212413,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,14,1690,216,31,5.8,1.9,3,,2000,0.1,,1,,4,
8834,183567,212414,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,14,1690,216,31,5.8,1.9,3,,9100,0.2,,,,4,
8834,183567,212415,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,14,1690,216,31,5.8,1.9,3,,590,3.6,,2,,3,
8834,183568,212416,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,14,1691,148,28,3.2,1.1,3,,2000,1.1,,1,,4,
8834,183568,212417,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,14,1691,148,28,3.2,1.1,3,,590,1,,1,,3,
8834,183569,212418,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,14,1692,207,32,2.2,1.9,1,,2800,0.1,,1,,4,
8834,183569,212419,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,14,1692,207,32,2.2,1.9,1,,9100,0.2,,,,4,
8834,183570,212420,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,14,1693,93,25,1,0.8,1,,2100,0.2,,1,,4,
8834,183571,212421,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,14,1694,92,25,1.3,0.7,3,,9100,0.2,,,,4,
8834,183571,212422,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,14,1694,92,25,1.3,0.7,3,,2100,0.4,,2,,4,
8834,183573,212423,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,14,1696,98,25,0.9,0.8,1,,2100,0.1,,1,,4,
8834,183575,212424,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,14,1698,71,23,1.8,1.1,2,,2809,0.3,,2,,3,
8834,183575,212425,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,14,1698,71,23,1.8,1.1,2,,2200,0.4,,8,,3,
8834,183576,212426,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,16,1728,102,22,1.6,1.4,1,,2800,0.1,,1,,4,
8834,183576,212427,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,16,1728,102,22,1.6,1.4,1,,9100,0.1,,,,4,
8834,183577,212428,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,16,1729,135,25,3,1.5,2,,2800,1.2,,1,,4,
8834,183577,212429,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,16,1729,135,25,3,1.5,2,,9100,0.3,,,,4,
8834,183578,212430,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,16,1730,137,24,2.3,1.2,2,,2800,0.7,,1,,4,
8834,183578,212431,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,16,1730,137,24,2.3,1.2,2,,9100,0.4,,,,4,
8834,183579,212432,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,16,1731,158,26,2.6,1.9,2,,2800,0.6,,1,,4,
8834,183579,212433,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,16,1731,158,26,2.6,1.9,2,,9100,0.1,,,,4,
8834,183580,212434,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,16,1732,163,26,2.4,2,1,,2800,0.3,,1,,4,
8834,183580,212435,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,16,1732,163,26,2.4,2,1,,9100,0.1,,,,4,
8834,183581,212436,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,16,1733,146,25,2,1.6,1,,2800,0.3,,1,,4,
8834,183581,212437,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,16,1733,146,25,2,1.6,1,,9100,0.1,,,,4,
8834,183582,212438,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,16,1734,142,25,2.5,2.4,1,,2800,0.1,,1,,4,
8834,183583,212439,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,16,1735,149,26,3.9,2.2,2,,2800,1.3,,1,,4,
8834,183583,212440,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,16,1735,149,26,3.9,2.2,2,,9100,0.4,,,,4,
8834,183584,212441,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,30,1727,316,32,5.8,4.7,1,,9100,0.5,,,,4,
8834,183584,212442,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,30,1727,316,32,5.8,4.7,1,,2507,0.6,,1,,4,
8834,183587,212443,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,40,1718,69,22,2.4,1.8,1,,9100,0.6,,,,4,
8834,183588,212444,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,42,1719,96,23,1.5,1.2,1,,9100,0.1,,,,4,
8834,183588,212445,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,42,1719,96,23,1.5,1.2,1,,2819,0.1,,1,,3,
8834,183588,212446,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,42,1719,96,23,1.5,1.2,1,,3100,0.1,,1,,4,
8834,183589,212447,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,60,1720,112,24,2.2,1.8,1,,9100,0.3,,,,4,
8834,183589,212448,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,60,1720,112,24,2.2,1.8,1,,2809,0.1,,4,,3,
8834,183590,212449,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,60,1721,118,25,1.5,1.3,1,,2800,0.1,,1,,4,
8834,183590,212450,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,60,1721,118,25,1.5,1.3,1,,9100,0.1,,,,4,
8834,183591,212451,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,60,1722,120,24,1.1,0.9,1,,2800,0.1,,1,,4,
8834,183591,212452,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,60,1722,120,24,1.1,0.9,1,,9100,0.1,,,,4,
8834,183592,212453,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,60,1723,104,24,1.9,1.5,1,,2800,0.2,,1,,4,
8834,183592,212454,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,60,1723,104,24,1.9,1.5,1,,9100,0.2,,,,4,
8834,183593,212455,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,60,1724,122,25,2,1.1,2,,2800,0.7,,1,,4,
8834,183593,212456,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,60,1724,122,25,2,1.1,2,,9100,0.2,,,,4,
8834,183595,212457,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,60,1726,133,26,2.2,1.9,1,,2809,0.3,,5,,3,
8834,183596,212458,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,300,1699,109,21,7.2,1.7,4,,9100,0.1,,,,4,
8834,183596,212459,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,300,1699,109,21,7.2,1.7,4,,590,4,,4,,2,
8834,183596,212460,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,300,1699,109,21,7.2,1.7,4,,590,1.4,10,1,,2,
8834,183597,212461,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,300,1700,147,22,12.5,3.5,4,,590,1.2,10,1,,3,
8834,183597,212462,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,300,1700,147,22,12.5,3.5,4,,9100,1.5,,,,4,
8834,183597,212463,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,300,1700,147,22,12.5,3.5,4,,590,4.3,,1,,3,
8834,183597,212464,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,300,1700,147,22,12.5,3.5,4,,590,2,11,1,,3,
8834,183598,212465,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,300,1701,156,25,5.1,2.6,2,,9100,0.5,,,,4,
8834,183598,212466,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,300,1701,156,25,5.1,2.6,2,,590,2,,2,,3,
8834,183599,212467,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,300,1702,136,23,11.8,2.5,4,,9100,0.3,,,,4,
8834,183599,212468,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,300,1702,136,23,11.8,2.5,4,,590,3.2,,3,,3,
8834,183599,212469,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,300,1702,136,23,11.8,2.5,4,,590,0.9,9,1,,2,
8834,183599,212470,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,300,1702,136,23,11.8,2.5,4,,590,0.8,8,1,,2,
8834,183599,212471,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,300,1702,136,23,11.8,2.5,4,,590,0.6,7,1,,2,
8834,183599,212472,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,300,1702,136,23,11.8,2.5,4,,590,1.4,11,1,,2,
8834,183599,212473,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,300,1702,136,23,11.8,2.5,4,,590,2.1,11,1,,2,
8834,183600,212474,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,300,1703,145,23,14.8,2,4,,590,2.2,,1,,3,
8834,183600,212475,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,300,1703,145,23,14.8,2,4,,590,1.6,10,1,,2,
8834,183600,212476,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,300,1703,145,23,14.8,2,4,,590,1.6,10,1,,2,
8834,183600,212477,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,300,1703,145,23,14.8,2,4,,590,3.1,12,1,,2,
8834,183600,212478,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,300,1703,145,23,14.8,2,4,,590,1.8,10,1,,2,
8834,183600,212479,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,300,1703,145,23,14.8,2,4,,590,2.6,11,1,,2,
8834,183601,212480,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,300,1704,80,19,4.8,1.7,4,0,590,3.1,,4,,3,
8834,183602,212481,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,300,1705,70,18,4.2,2.2,2,0,9100,0.2,,,,4,
8834,183602,212482,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,300,1705,70,18,4.2,2.2,2,0,590,1.8,,1,,3,
8834,183604,212483,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,300,1707,450,33,27,8.3,4,,9100,0.8,,,,4,
8834,183604,212484,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,300,1707,450,33,27,8.3,4,,590,17.9,,11,,3,
8834,183605,212485,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,300,1708,215,26,18.9,3.2,4,,9100,0.6,,,,4,
8834,183605,212486,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,300,1708,215,26,18.9,3.2,4,,590,5.7,,4,,2,
8834,183605,212487,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,300,1708,215,26,18.9,3.2,4,,590,1.9,10,1,,2,
8834,183605,212488,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,300,1708,215,26,18.9,3.2,4,,590,2.6,12,1,,2,
8834,183605,212489,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,300,1708,215,26,18.9,3.2,4,,590,4.9,14,1,,2,
8834,183606,212490,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,300,1709,189,25,5.5,2.7,3,,9100,0.5,,,,4,
8834,183606,212491,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,300,1709,189,25,5.5,2.7,3,,590,2.3,,2,,3,
8834,183607,212492,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,300,1710,231,27,18.6,4.2,4,,9100,0.7,,,,4,
8834,183607,212493,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,300,1710,231,27,18.6,4.2,4,,590,9.7,,6,,3,
8834,183607,212494,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,300,1710,231,27,18.6,4.2,4,,590,1.8,11,1,,2,
8834,183607,212495,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,300,1710,231,27,18.6,4.2,4,,590,2.2,11,1,,2,
8834,183609,212496,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,300,1712,224,27,13.5,5.5,4,,9100,0.3,,,,4,
8834,183609,212497,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,300,1712,224,27,13.5,5.5,4,,590,7.7,,5,,3,
8834,183610,212498,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,300,1713,63,19,5.8,1.6,4,0,9100,0.6,,,,4,
8834,183610,212499,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,300,1713,63,19,5.8,1.6,4,0,590,3.6,,2,,3,
8834,183611,212500,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,300,1714,312,28,23.9,6.4,4,,9100,2.1,,,,4,
8834,183611,212501,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,300,1714,312,28,23.9,6.4,4,,590,2.6,,1,,3,
8834,183611,212502,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,300,1714,312,28,23.9,6.4,4,,590,3.3,,1,,3,
8834,183611,212503,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,300,1714,312,28,23.9,6.4,4,,590,9.5,21,1,,3,
8834,183612,212504,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,300,1715,210,26,10.5,3.3,4,,9100,0.3,,,,4,
8834,183612,212505,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,300,1715,210,26,10.5,3.3,4,,590,4.6,,1,,3,
8834,183612,212506,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,300,1715,210,26,10.5,3.3,4,,590,0.5,9,1,,3,
8834,183612,212507,SCS,S16112016,2,16-Nov-16,751,,,93,16,44.09067,-59.25117,4W,4WG,300,1715,210,26,10.5,3.3,4,,590,1.8,11,1,,3,
8835,183614,212508,SCS,S21092017,2,21-Sep-17,1951,,,88,16,45.8495,-59.5745,4VN,4VN,10,2223,28,14,1.6,1.1,2,0,1099,0.4,,1,,4,
8835,183614,212509,SCS,S21092017,2,21-Sep-17,1951,,,88,16,45.8495,-59.5745,4VN,4VN,10,2223,28,14,1.6,1.1,2,0,2610,0.1,,1,,3,
8835,183616,212510,SCS,S21092017,2,21-Sep-17,1951,,,88,16,45.8495,-59.5745,4VN,4VN,40,2242,65,20,0.8,0.3,3,0,1099,0.5,,1,,4,
8835,183622,212511,SCS,S21092017,2,21-Sep-17,1951,,,88,16,45.8495,-59.5745,4VN,4VN,40,2248,46,18,0.5,0.3,2,0,2507,0.1,,2,,3,
8835,183622,212512,SCS,S21092017,2,21-Sep-17,1951,,,88,16,45.8495,-59.5745,4VN,4VN,40,2248,46,18,0.5,0.3,2,0,2811,0.1,,1,,2,
8835,183625,212513,SCS,S21092017,2,21-Sep-17,1951,,,88,16,45.8495,-59.5745,4VN,4VN,40,2251,45,18,0.6,0.5,1,0,2800,0.1,,1,,4,
8835,183626,212514,SCS,S21092017,2,21-Sep-17,1951,,,88,16,45.8495,-59.5745,4VN,4VN,41,2224,165,31,4.7,1.1,4,,3100,3.6,,1,,4,
8835,183627,212515,SCS,S21092017,2,21-Sep-17,1951,,,88,16,45.8495,-59.5745,4VN,4VN,41,2225,166,31,2.6,1.3,3,,9200,0.3,,,,1,
8835,183627,212516,SCS,S21092017,2,21-Sep-17,1951,,,88,16,45.8495,-59.5745,4VN,4VN,41,2225,166,31,2.6,1.3,3,,2811,0.8,,22,,2,
8835,183627,212517,SCS,S21092017,2,21-Sep-17,1951,,,88,16,45.8495,-59.5745,4VN,4VN,41,2225,166,31,2.6,1.3,3,,4514,0.1,,1,,3,
8835,183627,212518,SCS,S21092017,2,21-Sep-17,1951,,,88,16,45.8495,-59.5745,4VN,4VN,41,2225,166,31,2.6,1.3,3,,4300,0.1,,1,,3,
8835,183628,212519,SCS,S21092017,2,21-Sep-17,1951,,,88,16,45.8495,-59.5745,4VN,4VN,42,2234,102,23,2.1,1,2,,9500,0.6,,,,1,
8835,183628,212520,SCS,S21092017,2,21-Sep-17,1951,,,88,16,45.8495,-59.5745,4VN,4VN,42,2234,102,23,2.1,1,2,,2811,0.5,,20,,2,
8835,183629,212521,SCS,S21092017,2,21-Sep-17,1951,,,88,16,45.8495,-59.5745,4VN,4VN,42,2235,98,22,2.2,1.3,2,,9500,0.9,,,,1,
8835,183629,212522,SCS,S21092017,2,21-Sep-17,1951,,,88,16,45.8495,-59.5745,4VN,4VN,42,2235,98,22,2.2,1.3,2,,3100,0.1,,1,,4,
8835,183630,212523,SCS,S21092017,2,21-Sep-17,1951,,,88,16,45.8495,-59.5745,4VN,4VN,42,2236,62,19,0.9,0.3,4,0,9500,0.6,,,,1,
8835,183631,212524,SCS,S21092017,2,21-Sep-17,1951,,,88,16,45.8495,-59.5745,4VN,4VN,42,2237,99,23,1.6,0.7,4,,9500,0.9,,,,1,
8835,183632,212525,SCS,S21092017,2,21-Sep-17,1951,,,88,16,45.8495,-59.5745,4VN,4VN,42,2238,96,22,0.9,0.5,2,,3100,0.4,,1,,4,
8835,183633,212526,SCS,S21092017,2,21-Sep-17,1951,,,88,16,45.8495,-59.5745,4VN,4VN,42,2239,111,24,1.2,1.1,1,,9500,0.1,,,,1,
8835,183634,212527,SCS,S21092017,2,21-Sep-17,1951,,,88,16,45.8495,-59.5745,4VN,4VN,42,2240,43,16,0.6,0.3,3,0,9500,0.3,,,,1,
8835,183635,212528,SCS,S21092017,2,21-Sep-17,1951,,,88,16,45.8495,-59.5745,4VN,4VN,201,2221,2015,56,110.1,53.4,4,,2520,17.7,,1,,2,
8835,183635,212529,SCS,S21092017,2,21-Sep-17,1951,,,88,16,45.8495,-59.5745,4VN,4VN,201,2221,2015,56,110.1,53.4,4,,2520,14,,1,,2,
8835,183635,212530,SCS,S21092017,2,21-Sep-17,1951,,,88,16,45.8495,-59.5745,4VN,4VN,201,2221,2015,56,110.1,53.4,4,,9100,11.3,,,,4,
8835,183635,212531,SCS,S21092017,2,21-Sep-17,1951,,,88,16,45.8495,-59.5745,4VN,4VN,201,2221,2015,56,110.1,53.4,4,,2610,2,,4,,2,
8835,183635,212532,SCS,S21092017,2,21-Sep-17,1951,,,88,16,45.8495,-59.5745,4VN,4VN,201,2221,2015,56,110.1,53.4,4,,2520,11.7,,1,,2,
8835,183636,212533,SCS,S21092017,2,21-Sep-17,1951,,,88,16,45.8495,-59.5745,4VN,4VN,880,2226,139,23,4.5,3.5,1,,9000,1,,1,,4,
8835,183638,212534,SCS,S21092017,2,21-Sep-17,1951,,,88,16,45.8495,-59.5745,4VN,4VN,880,2228,63,17,3,2.5,1,0,3100,0.5,,1,,4,
8835,183641,212535,SCS,S21092017,2,21-Sep-17,1951,,,88,16,45.8495,-59.5745,4VN,4VN,880,2231,50,17,3,2.1,2,0,3100,0.1,,1,,4,
