TRIP_ID,TRIP,BOARD_DATE,SET_NO,STATION,LATITUDE,LONGITUDE,NET_TEMPERATURE,EST_CATCH,SPECCD_ID,EST_NUM_CAUGHT,EST_DISCARD_WT
100052299,S13092018,2018-09-13,7,16,46.2685,59.08467,2.412678151,0.0000001,50,13,1.5
100052299,S13092018,2018-09-13,7,16,46.2685,59.08467,2.412678151,0.0000001,201,1,0.2
100052299,S13092018,2018-09-13,7,16,46.2685,59.08467,2.412678151,0.0000001,1823,4,0.2
100052299,S13092018,2018-09-13,7,16,46.2685,59.08467,2.412678151,0.0000001,2212,30,0.2
100052299,S13092018,2018-09-13,7,16,46.2685,59.08467,2.412678151,0.0000001,2559,1,0.1
100052299,S13092018,2018-09-13,7,16,46.2685,59.08467,2.412678151,0.0000001,6117,5,1.7
100052299,S13092018,2018-09-13,7,16,46.2685,59.08467,2.412678151,0.0000001,6200,5,0.1
100052299,S13092018,2018-09-13,7,16,46.2685,59.08467,2.412678151,0.0000001,8300,8,0.1
100052299,S13092018,2018-09-13,7,16,46.2685,59.08467,2.412678151,0.0000001,8500,1,0.2
100052299,S13092018,2018-09-13,7,16,46.2685,59.08467,2.412678151,0.0000001,8600,616,14
100052299,S13092018,2018-09-13,7,16,46.2685,59.08467,2.412678151,0.0000001,9300,1,0.1
100052299,S13092018,2018-09-13,8,205,46.21867,58.89767,5.8729168,0.00001,10,1,1.2
100052299,S13092018,2018-09-13,8,205,46.21867,58.89767,5.8729168,0.00001,12,14,3.9
100052299,S13092018,2018-09-13,8,205,46.21867,58.89767,5.8729168,0.00001,14,6,1.4
100052299,S13092018,2018-09-13,8,205,46.21867,58.89767,5.8729168,0.00001,23,775,74.2
100052299,S13092018,2018-09-13,8,205,46.21867,58.89767,5.8729168,0.00001,40,5,1.4
100052299,S13092018,2018-09-13,8,205,46.21867,58.89767,5.8729168,0.00001,41,680,135
100052299,S13092018,2018-09-13,8,205,46.21867,58.89767,5.8729168,0.00001,112,27,2.1
100052299,S13092018,2018-09-13,8,205,46.21867,58.89767,5.8729168,0.00001,201,6,2.9
100052299,S13092018,2018-09-13,8,205,46.21867,58.89767,5.8729168,0.00001,202,33,11.8
100052299,S13092018,2018-09-13,8,205,46.21867,58.89767,5.8729168,0.00001,410,46,1.6
100052299,S13092018,2018-09-13,8,205,46.21867,58.89767,5.8729168,0.00001,2523,13,3.18
100052299,S13092018,2018-09-13,8,205,46.21867,58.89767,5.8729168,0.00001,2526,3,0.01
100052299,S13092018,2018-09-13,8,205,46.21867,58.89767,5.8729168,0.00001,4210,1,0.1
100052299,S13092018,2018-09-13,8,205,46.21867,58.89767,5.8729168,0.00001,4511,2,0.4
100052299,S13092018,2018-09-13,8,205,46.21867,58.89767,5.8729168,0.00001,4521,2,0.1
100052299,S13092018,2018-09-13,8,205,46.21867,58.89767,5.8729168,0.00001,6100,8,0.1
100052299,S13092018,2018-09-13,8,205,46.21867,58.89767,5.8729168,0.00001,6115,6,0.1
100052299,S13092018,2018-09-13,8,205,46.21867,58.89767,5.8729168,0.00001,6117,36,4
100052299,S13092018,2018-09-13,8,205,46.21867,58.89767,5.8729168,0.00001,6119,5,0.1
100052299,S13092018,2018-09-13,8,205,46.21867,58.89767,5.8729168,0.00001,8300,4,0.2
100052299,S13092018,2018-09-13,8,205,46.21867,58.89767,5.8729168,0.00001,8318,21,0.2
100052299,S13092018,2018-09-13,8,205,46.21867,58.89767,5.8729168,0.00001,8500,1,0.1
100052299,S13092018,2018-09-13,9,32,46.14933,58.76567,6.288209091,0.000083,12,11,4.1
100052299,S13092018,2018-09-13,9,32,46.14933,58.76567,6.288209091,0.000083,14,3,0.4
100052299,S13092018,2018-09-13,9,32,46.14933,58.76567,6.288209091,0.000083,23,112,17.4
100052299,S13092018,2018-09-13,9,32,46.14933,58.76567,6.288209091,0.000083,40,1,0.2
100052299,S13092018,2018-09-13,9,32,46.14933,58.76567,6.288209091,0.000083,41,102,15.1
100052299,S13092018,2018-09-13,9,32,46.14933,58.76567,6.288209091,0.000083,112,9,0.8
100052299,S13092018,2018-09-13,9,32,46.14933,58.76567,6.288209091,0.000083,410,10,0.3
100052299,S13092018,2018-09-13,9,32,46.14933,58.76567,6.288209091,0.000083,1224,3,0.1
100052299,S13092018,2018-09-13,9,32,46.14933,58.76567,6.288209091,0.000083,2523,6,1.6
100052299,S13092018,2018-09-13,9,32,46.14933,58.76567,6.288209091,0.000083,2526,20,0.083
100052299,S13092018,2018-09-13,9,32,46.14933,58.76567,6.288209091,0.000083,4210,3,0.1
100052299,S13092018,2018-09-13,9,32,46.14933,58.76567,6.288209091,0.000083,4521,4,0.2
100052299,S13092018,2018-09-13,9,32,46.14933,58.76567,6.288209091,0.000083,6100,37,0.7
100052299,S13092018,2018-09-13,9,32,46.14933,58.76567,6.288209091,0.000083,6115,190,3.6
100052299,S13092018,2018-09-13,9,32,46.14933,58.76567,6.288209091,0.000083,6117,28,2.9
100052299,S13092018,2018-09-13,9,32,46.14933,58.76567,6.288209091,0.000083,6119,1,0.1
100052299,S13092018,2018-09-13,9,32,46.14933,58.76567,6.288209091,0.000083,6413,126,0.9
100052299,S13092018,2018-09-13,9,32,46.14933,58.76567,6.288209091,0.000083,6600,10,0.2
100052299,S13092018,2018-09-13,9,32,46.14933,58.76567,6.288209091,0.000083,8300,2,1.1
100052299,S13092018,2018-09-13,9,32,46.14933,58.76567,6.288209091,0.000083,8318,1705,5.5
100052299,S13092018,2018-09-13,10,206,46.06317,58.6195,6.766248696,0.022603,12,4,2.8
100052299,S13092018,2018-09-13,10,206,46.06317,58.6195,6.766248696,0.022603,14,16,3.4
100052299,S13092018,2018-09-13,10,206,46.06317,58.6195,6.766248696,0.022603,23,28,4
100052299,S13092018,2018-09-13,10,206,46.06317,58.6195,6.766248696,0.022603,40,1,0.1
100052299,S13092018,2018-09-13,10,206,46.06317,58.6195,6.766248696,0.022603,41,14,3.3
100052299,S13092018,2018-09-13,10,206,46.06317,58.6195,6.766248696,0.022603,112,7,0.6
100052299,S13092018,2018-09-13,10,206,46.06317,58.6195,6.766248696,0.022603,201,2,1
100052299,S13092018,2018-09-13,10,206,46.06317,58.6195,6.766248696,0.022603,202,3,1.7
100052299,S13092018,2018-09-13,10,206,46.06317,58.6195,6.766248696,0.022603,410,10,0.3
100052299,S13092018,2018-09-13,10,206,46.06317,58.6195,6.766248696,0.022603,2221,1,0.1
100052299,S13092018,2018-09-13,10,206,46.06317,58.6195,6.766248696,0.022603,2523,7,2.9
100052299,S13092018,2018-09-13,10,206,46.06317,58.6195,6.766248696,0.022603,2526,1,0.003
100052299,S13092018,2018-09-13,10,206,46.06317,58.6195,6.766248696,0.022603,4210,2,0.1
100052299,S13092018,2018-09-13,10,206,46.06317,58.6195,6.766248696,0.022603,4521,2,0.1
100052299,S13092018,2018-09-13,10,206,46.06317,58.6195,6.766248696,0.022603,6100,24,1.2
100052299,S13092018,2018-09-13,10,206,46.06317,58.6195,6.766248696,0.022603,6115,1,0.1
100052299,S13092018,2018-09-13,10,206,46.06317,58.6195,6.766248696,0.022603,6117,1,0.2
100052299,S13092018,2018-09-13,10,206,46.06317,58.6195,6.766248696,0.022603,6119,1,0.1
100052299,S13092018,2018-09-13,10,206,46.06317,58.6195,6.766248696,0.022603,6129,1,0.1
100052299,S13092018,2018-09-13,10,206,46.06317,58.6195,6.766248696,0.022603,8300,1,0.1
100052299,S13092018,2018-09-13,10,206,46.06317,58.6195,6.766248696,0.022603,8500,1,0.4
100052300,S14092018,2018-09-14,5,29,46.09067,59.36583,2.699898165,0.0000001,10,12,1.8
